Sector,Company,State,City,Neighborhood,Address,Complement,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid
AGRICULTURA,KAROLINE BARBOSA DOS SANTOS EIRELI. EPP,RIO GRANDE DO SUL,SANTA CRUZ DO SUL,96830-216,AVENIDA DEPUTADO EUCLYDES NICOLAU KLIEMANN 1414,,ARROIO GRANDE,KAROLINE BARBOSA DOS SANTOS,(51)99650-9157,kbs.eireli@gmail.com,http://sem site,Sim
AGRICULTURA,KEPLER WEBER S/A.,SÃO PAULO,SÃO PAULO,VILA OLÍMPIA,RUA DO RÓCIO 84,3º ANDAR,04552-000,BERNARDO NOGUEIRA,(11)4873-0300,atendimento@kepler.com.br,http://www.kepler.com.br,Sim
AGRICULTURA,KOMATSU DO BRASIL LTDA.,SÃO PAULO,SUZANO,VILA SOL NASCENTE,RODOVIA ÍNDIO TIBIRIÇÁ 2000,CAIXA POSTAL 290,08655-000,JORGE M. HOSOKAWA,(11)4745-7004,sak@komatsu.com.br,http://www.komatsu.com.br,Sim
AGRICULTURA,KUHN DO BRASIL S/A,PARANÁ,SÃO JOSÉ DOS PINHAIS,COLÔNIA RIO GRANDE,RUA FRANCISCO DAL NEGRO 3400,,83025-320,NICOLAS GUILLOU,(41)2102-0200,jose.bassetti@kuhn.com,https://www.kuhnbrasil.com.br/,Sim
AGRICULTURA,KUHN KHOR LTDA.,RIO GRANDE DO SUL,TUPARENDI,INTERIOR,RODOVIA RS 344 S/N,KM 29,98940-000,DIOGO SERRO,(55)3512-2085,financeiro@khor.ind.br,http://www.khor.ind.br,Sim
AGRICULTURA,L.FLEX INDÚSTRIA E COMÉRCIO LTDA. ME,SÃO PAULO,SÃO PAULO,GUAIANAZES,ESTRADA VOVÓ CAROLINA 1996,A,08473-370,LEONARDO GONCALVES DE AGUIAR,(11)2735-5350,contato@lflex.com.br,http://www.lflex.com.br,Sim
AGRICULTURA,L5 HD INDÚSTRIA E COMÉRCIO LTDA - ME,MINAS GERAIS,PARÁ DE MINAS,BELVEDERE,RUA SIDMAR ALMEIDA MENDONÇA 489,,35661-612,HUDSON MIRANDA PEREIRA,(37)3232-6822,recepcao@l5hd.com.br,http://www.l5hd.com.br,Sim
AGRICULTURA,LA ZANCHETTA INDÚSTRIA METALÚRGICA EIRELI - ME,RIO GRANDE DO SUL,TAPEJARA,DISTRITO INDUSTRIAL AUGUSTO MENEGAZ,RUA VERGELINO ERON BORGES 80,,99950-000,MARCELO ZANCHETTA,(54)3344-2554,contato@metalzan.ind.br,http://www.metalzan.ind.br,Sim
AGRICULTURA,LABOREMUS IND.E COM.DE MÁQUINAS AGRÍCOLAS LTDA.,PARAÍBA,CAMPINA GRANDE,DISTRITO INDUSTRIAL DUVELAME,RUA DEPUTADO RAIMUNDO ASFORA 3400,,58420-000,FABIANO DIAS DE SOUZA,(83)3335-3555,laboremus@laboremus.com.br,http://www.laboremus.com.br,Sim
AGRICULTURA,LANDINI TRATORES DO BRASIL LTDA.,MINAS GERAIS,CONTAGEM,JARDIM RIACHO DAS PEDRAS,AVENIDA CRISTAL 515,GALPÃO,32241-390,TIAGO BONOME VIANNA,(31)3565-4994,comercial@landinibrasil.com.br,http://www.landinibrasil.com.br,Sim
AGRICULTURA,LEANDRO PILATI WACHHOLZ. ME,RIO GRANDE DO SUL,SÃO LOURENÇO DO SUL,4 DISTRITO,ESTRADA PICADA DAS ANTAS S/Nº,,96170-000,LEANDRO PILATI WACHHOLZ,(53)99946-4560,industrialpw@gmail.com,http://Sem site,Sim
AGRICULTURA,LEDERVIN INDÚSTRIA E COMÉRCIO LTDA,SÃO PAULO,VARGEM GRANDE PAULISTA,PORTÃO VERMELHO,RUA AVELINO SOARES RODRIGUES 455,,06730-000,FABIANO CASTRO,(19)3838-9000,sac.drakar@ledervin.com.br,http://www.ledervin.com.br,Sim
AGRICULTURA,LINDNER TECHNO SYSTEMS EIRELI,SANTA CATARINA,JOAÇABA,DISTRITO INDUSTRIAL,RUA PREFEITO NORMELIO ZILIO 75,,89600-000,SIMON VORTOLUCCI,(49)3527-8700,comercial@lindnerts.com,http://www.lindnerts.com,Sim
AGRICULTURA,LITEQ INDÚSTRIA E COMÉRCIO EIRELI,SÃO PAULO,IRACEMÁPOLIS,DISTRITO INDUSTRIAL IV,RUA PASCHOAL DE PAULA NETO 250,,13495-000,MARCUS AUGUSTO DA MATA,(19)3456-9410,comercial@liteq.com.br,http://www.liteq.com.br,Sim
AGRICULTURA,LOGIMATEC MÁQUINAS LTDA.EPP,RIO GRANDE DO SUL,GARIBALDI,TAMANDARÉ,RUA COMENDADOR JOSÉ ANTÔNIO ZANETTI 1277,,95720-000,CRISTIANO GNOATO,(54)3464-7130,vendas@logimatec.com.br,http://www.logimatec.com.br,Sim
AGRICULTURA,LP MANUTENÇÕES AGRÍCOLAS LTDA - ME,MINAS GERAIS,LAJINHA,ZONA RURAL,CÓRREGO PROSPERIDADE S/Nº 108,,36980-000,ROMERO GALDINO,(33)99982-2153,lpmaquinasagricolas@gmail.com,http://linktr.ee/lpmaoficial,Sim
AGRICULTURA,LS MTRON INDÚSTRIA DE MÁQUINAS AGRÍCOLAS LTDA. (LS TRACTOR),SANTA CATARINA,GARUVA,PALMITAL,RUA VEREADOR KLAUS LENNERTZ 2103,,89248-000,CLEVERSON ZASATZKI,(47)3085-8104,contato@lstractor.com.br,http://www.lstractor.com.br,Sim
AGRICULTURA,LUCHESI & LUCHESI LTDA.-ME,PARANÁ,JESUÍTAS,INDUSTRIAL,RODOVIA PADRE FELIPE SIERRA RUIZ - S/N,,85835-000,JOSÉ LUIZ LUCHESI,(44)3535-1211,maquinas@metalfen.com.br,http://www.metalfen.com.br,Sim
AGRICULTURA,LUMA IMPLEMENTOS AGRÍCOLAS LTDA,SÃO PAULO,ITAPIRA,SANTO ANTÔNIO,RUA 15 DE NOVEMBRO 791,,13974-520,AFONSO NOGUEIRA FILHO,(19)3863-3395,vendas6@lumaimplementos.com.br,http://www.lumaimplementos.com.br,Sim
AGRICULTURA,MAGGION INDÚSTRIAS DE PNEUS E MÁQUINAS LTDA,SÃO PAULO,GUARULHOS,MACEDO,RUA JOSÉ CAMPANELLA 467,,07112-100,MAURÍCIO M.FORMENTON,(11)2229-9200,maggion@maggion.com.br,http://www.maggion.com.br,Sim
AGRICULTURA,MAGNO JET INDÚSTRIA LTDA.,PARANÁ,IBAITI,CENTRO,AVENIDA GOVERNADOR PAULO CRUZ PIMENTEL 1051,,84900-000,RICARDO RIBEIRO,(43)3546-4004,vendas@magnojet.com.br,http://www.magnojet.com.br,Sim
AGRICULTURA,MAHINDRA DO BRASIL INDUSTRIAL LTDA.,RIO GRANDE DO SUL,DOIS IRMÃOS,CENTRO,RUA 10 DE SETEMBRO 1097,,93950-000,JAK TORRETA JUNIOR,(51)3191-2020,comercial@mahindrabrazil.com,http://www.mahindrabrasil.com.br/,Sim
AGRICULTURA,MAKREIS INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA.ME,MINAS GERAIS,VARGINHA,PARQUE MARIELA,AVENIDA MURILO PAIVA 240,,37030-000,AMÉLIA OLIVEIRA REIS,(35)3222-3673,makreis@makreis.com.br,http://www.makreis.com.br,Sim
AGRICULTURA,MAQFIORE INDÚSTRIA E COMÉRCIO DE MAQUINAS AGRICOLAS EIRELI-ME,ESPÍRITO SANTO,DOMINGOS MARTINS,SÃO PAULO DO ARACÊ,RODOVIA GERALDO SARTORIO VIA VARGEM ALTA S/N,KM 300 - ANTIGO KM 63,29278-000,ITAMIR FIORETTE,(27)99582-9229,maqfiore@hotmail.com,http://www.maquinasfiore.com.br,Sim
AGRICULTURA,MAQTRON IMPORTAÇÃO E EXPORTAÇÃO LTDA,SANTA CATARINA,JOAÇABA,CENTRO,AVENIDA CAETANO NATAL BRANCO 3800,BLOCO B - CENTRO EMPRESARIAL CAETANO BRANCO,89600-000,LUIZ HENRIQUE DRESCH,(49)3551-2525,maqtron@vencedoramaqtron.com.br,http://www.vencedoramaqtron.com.br,Sim
AGRICULTURA,MAQUINAFORT MÁQUINAS E EQUIPAMENTOS LTDA.-EPP,SANTA CATARINA,TAIÓ,BRACATINGA,RODOVIA SC 114 Nº 5350,KM 169,89190-000,TARCIZO ROSSI DA ROSA,(47)3562-2369,vendas@maquinafort.com.br,http://www.maquinafort.com.br,Sim
AGRICULTURA,MÁQUINAS AGRÍCOLAS JACTO S/A.,SÃO PAULO,POMPÉIA,CENTRO,RUA DOUTOR LUIZ MIRANDA 1650,,17580-000,ANDRÉ RIBEIRO DE FARIAS,(14)3405-2100,atendimento@jacto.com.br,http://www.jacto.com.br,Sim
AGRICULTURA,MÁQUINAS AGRÍCOLAS SANTANA LTDA. - ME,RIO GRANDE DO SUL,ANTÔNIO PRADO,CAPELA SÃO JOÃO,RODOVIA ERS 122 - S/Nº,KM 116.5,95250-000,ROSANE CICCONETO CARRA,(54)3293-5100,maquinas@maquinassantana.com.br,http://www.maquinassantana.com.br,Sim
AGRICULTURA,MAQUINAS GB LTDA.-EPP,SÃO PAULO,LIMEIRA,JARDIM GLORIA,RUA MARIA TOMEO DE ALMEIDA 124,FUNDOS,13487-243,BRUNO FERNANDO BUENO,(19)99864-0728,maquinasgb@yahoo.com.br,https://www.maquinasgb.com/,Sim
AGRICULTURA,MÁQUINAS MATIPÓ LTDA-EPP,MINAS GERAIS,MATIPO,EXPOSIÇÃO,RODOVIA OSIRES LINHARES FRAGA 16,A,35367-000,MARIA LUIZA GOMES BRAGA,(31)3873-1551,vendas@maquinasmatipo.com.br,http://maquinasmatipo.com.br,Sim
AGRICULTURA,MÁQUINAS MUSQUITO LTDA. EPP,SÃO PAULO,LIMEIRA,PARQUE EGISTRO RAGAZZO,RUA MIGUEL GUIDOTTI 1357,VIA ANHANGUERA KM 149,13485-342,ROSEMARY APARECIDA HENRIQUE MARTINI,(19)3451-8387,maquinasmusquito@hotmail.com,http://www.musquito.com.br,Sim
AGRICULTURA,MARANA INDUSTRIA METALURGICA EIRELI (IND. MET. RIBEIRO),MINAS GERAIS,MUZAMBINHO,JARDIM NOVO HORIZONTE,AVENIDA DOUTOR LICURGO LEITE FILHO 232,,37890-000,VALDIR SEBASTIÃO OLIVEIRA,(35)3571-3778,marana_ribeiro@outlook.com,https://www.facebook.com/marana.ribeiro.509/?locale=pa_in,Sim
AGRICULTURA,MARCHER BRASIL AGROINDUSTRIAL S/A.,RIO GRANDE DO SUL,GRAVATAÍ,PASSO DAS CANOAS,AVENIDA DOS FUNCIONÁRIOS 745,,94045-350,DANIELE HEINRICH,(51)3484-5500,vendas@marcher.com.br,http://www.marcher.com.br,Sim
AGRICULTURA,MARCHESAN IMPLEMENTOS E MÁQS.AGRÍCOLAS TATU S/A.,SÃO PAULO,MATÃO,INDUSTRIAL,AVENIDA MARCHESAN 1979,,15994-900,ESTELA F.VACARRI DE CARVALHO,(16)3382-8282,comercial@marchesan.com.br,https://www.marchesan.com.br/,Sim
AGRICULTURA,MARIONICE CASA DE OLIVEIRA & CIA LTDA. ME,PARANÁ,SANTO ANTONIO DO SUDOESTE,PARQUE INDUSTRIAL II,RUA SÃO PAULO 200,,85710-000,VILMAR DE OLIVEIRA,(46)99121-3256,equipamentossudoeste@gmail.com,http://sem site,Sim
AGRICULTURA,MARKAL INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS AGRÍCOLAS LTDA. EPP,PARANÁ,SANTA TEREZA DO OESTE,DISTRITO INDUSTRIAL II,RUA DORIVALDO SONCELA 596,QUADRA 14,85825-000,LUIS CARLOS LOTTERMANN,(45)3321-2499,markal@markal.com.br,http://www.markal.com.br,Sim
AGRICULTURA,MASIERO INDUSTRIAL S/A.,SÃO PAULO,JAÚ,7º DISTRITO INDUSTRIAL,RODOVIA JAÚ DOIS CÓRREGOS S/N,KM 06 - CAIXA POSTAL 218,17201-970,PAULO BRASIL MASIERO,(14)3602-3800,masiero@masieroindustrial.com.br,http://www.masieroindustrial.com.br,Sim
AGRICULTURA,MATÃO EQUIPAMENTOS INDUSTRIAIS E AGRÍCOLAS LTDA.,SÃO PAULO,MATÃO,JARDIM PARAÍSO I,RUA SEBASTIÃO JUNQUEIRA 138,,15991-344,MELISA RAMOS VANIN,(16)3382-4589,contato@mataoequipamentos.com.br,http://www.mataoequipamentos.com.br,Sim
AGRICULTURA,MATSUDA EQUIPAMENTOS LTDA.,SÃO PAULO,ÁLVARES MACHADO,DISTRITO INDUSTRIAL,RODOVIA RAPOSO TAVARES SP 270 - S/N,KM 574,19160-000,MARCO ANTÔNIO BATISTA DE SOUZA,(18)3273-9092,engenharia@matsuda.com.br,http://www.matsuda.com.br,Sim
AGRICULTURA,MAX-MACHINE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA-EPP,SÃO PAULO,ATIBAIA,RECREIO ESTORIL,RUA ANTONIO RAPOSO TAVARES 206,,12944-090,VERÔNICA ROMERO,(11)4411-7843,contato@maxmachine.com.br,https://www.maxmachine.ind.br/,Sim
AGRICULTURA,MAXXFORTE INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS LTDA.,PARANÁ,PRANCHITA,LOTEAMENTO PASQUALOTTO,RODOVIA BR 163 S/Nº,KM.42,85730-000,JEAN GIARETTA,(46)3540-1800,comercial@maxxforte.com.br,http://www.maxxforte.com.br,Sim
AGRICULTURA,MECÂNICA INDUSTRIAL MBO LTDA-EPP,SANTA CATARINA,SÃO JOSÉ DO CEDRO,CENTRO,RUA JORGE LACERDA 1527,,89930-000,MARTIN BALDUINO OTT,(49)3643-0373,isol@isol.ind.br,http://www.isol.ind.br,Sim
AGRICULTURA,MEGATEC EQUIPAMENTOS RODOVIÁRIOS LTDA,SÃO PAULO,ARAÇATUBA,CAMPUS UNIVERSITÁRIO,RODOVIA MARECHAL RONDON S/Nº,KM 527,16018-805,JOÃO HENRIQUE PASCUTTI,(18)2103-2021,megatec@megatec.com.br,http://www.megatec.com.br,Sim
AGRICULTURA,MENEGON AUTOMOTIVOS LTDA-ME,RIO GRANDE DO SUL,SÃO MARCOS,MICHELON,RUA JOÃO CECATTO 100,SALA B,95190-000,TADIANO ALEX MENEGON,(54)3291-7167,menegon@menegonautomotivos.com.br,http://www.menegonautomotivos.com.br,Sim
AGRICULTURA,MENTA MÁQUINAS AGRÍCOLAS LTDA.,SÃO PAULO,CAJURU,JARDIM NOVA CAJURU,RUA HORÁCIO ROBERTO DO NASCIMENTO 80,,14240-000,WALDIR NATAL DE OLIVEIRA MELO,(16)3667-9600,menta@menta.com.br,http://www.menta.com.br,Sim
AGRICULTURA,MEPAI AGROINDUSTRIAL LTDA - EPP,RIO GRANDE DO SUL,SANANDUVA,DISTRITO INDUSTRIAL II,RUA ARCELINO ALVES CAVALHEIRO 125,,99840-000,MARISA DEBARBA LOREGIAN,(54)3343-3648,mepaiagroindustrial@gmail.com,http://www.mepai.com.br,Sim
AGRICULTURA,MEPEL MÁQUINAS E EQUIPAMENTOS LTDA.,RIO GRANDE DO SUL,ESTAÇÃO,CENTRO,RUA FIORELLO PIAZZETTA 327,,99930-000,HUGO MÁRIO BOFF,(54)3337-3700,mepel@mepel.ind.br,http://www.mepel.ind.br,Sim
AGRICULTURA,METALÚRGICA 262 LTDA. ME,MINAS GERAIS,MANHUAÇU,ÁREA RURAL DE MANHUAÇU,CORREGO DA SINCERIDADE S/Nº,RODOVIA BR 282 – KM 32,36900-000,JOSÉ MARÇOIS DE OLIVEIRA,(33)98429-6256,almoxaridofamaquinas@gmail.com,http://Sem site,Sim
AGRICULTURA,METALÚRGICA ADAMS LTDA.,RIO GRANDE DO SUL,SANTA CLARA DO SUL,CENTRO,RUA JOSÉ FRANCISCO ALLGAIER 1311,,95915-000,GUSTAVO GERHARDT,(51)3782-1080,vendas@metalurgicaadams.com.br,http://metalurgicaadams.com.br/,Sim
AGRICULTURA,METALÚRGICA IMBRIANI LTDA-ME,PARANÁ,SABÁUDIA,PARQUE INDUSTRIAL II,AVENIDA ARVELINO DURANTE 350,,86720-000,CRISTIAN CESAR IMBRIANI,(43)3151-1350,oimbriani@bol.com.br,http://www.metalurgicaimbriani.com.br,Sim
AGRICULTURA,METALÚRGICA TRAPP LTDA.,SANTA CATARINA,JARAGUÁ DO SUL,VIEIRA,AVENIDA PREFEITO WALDEMAR GRUBBA 4545,,89256-502,JONATHAN TITZ,(47)3371-0088,trapp@trapp.com.br,http://www.trapp.com.br,Sim
AGRICULTURA,METALÚRGICA WAGNER LTDA,RIO GRANDE DO SUL,WESTFÁLIA,CENTRO,RUA HENRIQUE UEBEL 1040,,95893-000,CARINA WAGNER,(51)3762-4336,engenharia@metalwagner.com.br,http://www.metalwagner.com.br,Sim
AGRICULTURA,METHAL C - MÁQUINAS E PEÇAS LTDA.,PARANÁ,FAZENDA RIO GRANDE,PARQUE DAS INDÚSTRIAS,AVENIDA DAS INDÚSTRIAS 650,PAVILHAO B,83820-332,DIONATAS SIMÕES DOS SANTOS,(41)3028-1534,ouvidoria@methalcompany.com.br,http://www.methalcompany.com.br/,Sim
AGRICULTURA,METTALICA CALDEIRARIA PESADA LTDA.,SÃO PAULO,CAPELA DO ALTO,CAPANEMA,RUA GABRIEL NOGUEIRA DOS SANTOS 318,,18195-000,ERIVELTO MATIUCI,(15)3199-0901,mettalica@mettalica.com.br,http://www.mettalica.com.br,Sim
AGRICULTURA,M-EXTEND DO BRASIL LTDA,PARANÁ,QUATRO BARRAS,CAMPO DO FUNDO,RUA ANTONIO JOSÉ DIAS PIRES 200,BARRACÃO L,83420-000,MARIA ANGÉLICA ALENCAR E SILVA,(41)3167-7002,contato@m-braz.com.br,https://www.mx-br.com/,Sim
AGRICULTURA,MF INDÚSTRIA E COMÉRCIO DE MAQUINAS EIRELI-EPP,SANTA CATARINA,FRAIBURGO,DISTRITO INDUSTRIAL LIBERATA,RUA ARCIDALIA VERELA 246,QUADRA 319 - LOTE 02 CP 147,89580-000,ALINE CLEIA BITENCOURT,(49)3246-3536 / 3246-1246,aline@maquinasmf.com.br,http://sem site,Sim
AGRICULTURA,MFW MÁQUINAS LTDA.,SÃO PAULO,ITAPIRA,DISTRITO INDUSTRIAL JUVENAL LEITE,RUA VEREADOR NELSON GUIRALDELLI 130,,13977-015,MÁRCIO NOGUEIRA,(19)3863-3021,vendas@mfwmaquinas.com.br,http://www.mfwmaquinas.com.br,Sim
AGRICULTURA,MGA INDÚSTRIA E COMÉRCIO DE MAQUINAS E PEÇAS AGRICOLAS EIRELI-EPP,SÃO PAULO,ARARAQUARA,DISTRITO INDUSTRIAL III,AVENIDA BRANDINA SAAVEDRA CAMPANI 187,,14806-613,LUIZ AUGUSTO SOLCIA,(16)3324-8207,vendas1@mgapecasagricolas.com.br,https://www.mgapecasagricolas.com.br/,Sim
AGRICULTURA,MINAMI INDÚSTRIA DE APARELHOS PARA A LAVOURA LTDA,SÃO PAULO,BIRITIBA-MIRIM,HIROY,ESTRADA MINAMI S/N,KM 01 CAIXA POSTAL 75,08940-000,RICARDO HIROSHI MINAMI,(11)4692-1716,minami@minami.ind.br,http://www.minami.ind.br,Sim
AGRICULTURA,MOLDEMAQ MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA.,SANTA CATARINA,JARAGUÁ DO SUL,AMIZADE,RUA ROBERTO ZIEMANN 3733,,89255-300,NILSON TECILLA,(47)3274-3333,comercial@moldemaq.com.br,https://www.moldemaq.com.br/,Sim
AGRICULTURA,MOMESSO INDÚSTRIA DE MÁQUINAS LTDA. EPP,SÃO PAULO,BIRIGUI,JARDIM NOVA ERA,AVENIDA JOÃO CERNACK 999,,16200-054,EVARISTO LUIZ MOMESSO JUNIOR,(18)3642-2460,compras@momesso.ind.br,https://momesso.ind.br/,Sim
AGRICULTURA,MONTAR INDÚSTRIA E COM.DE IMPLEMENTOS AGRÍCOLAS E RODOVIÁRIOS LTDA-EPP,RIO GRANDE DO SUL,CARAZINHO,GLÓRIA,AVENIDA SÃO BENTO 2001,,99500-000,MÔNICA MARTINS DOS SANTOS,(54)3331-4222,financeiromontar@gmail.com,http://www.montardobrasil.com.br,Sim
AGRICULTURA,MONTE ALEGRE MÁQUINAS AGRICOLAS LTDA,SÃO PAULO,ESPÍRITO SANTO DO PINHAL,JARDIM MONTE ALEGRE,RUA RACHID ELIAS SOBRINHO 290,,13990-000,ELDER,(19)3651-5623,nfe@montealegre.com.br,http://www.montealegre.com.br,Sim
AGRICULTURA,MORAES EQUIPAMENTOS AGRÍCOLAS LTDA. EPP,SÃO PAULO,BATATAIS,DISTRITO INDUSTRIAL ERMELINDO DIAS DE MORAES,AVENIDA PRESIDENTE VARGAS 155,,14315-336,JOSÉ MARIO DIAS DE MORAES,(16)3761-1233,moraes@moraes.ind.br,http://www.moraes.ind.br,Sim
AGRICULTURA,MORCELLI & AMORIM CABINES LTDA-ME,PARANÁ,ENGENHEIRO BELTRÃO,VILA SÃO LUIS,RUA CARAMURU 74,,87270-000,JULIANA MORCELLI,(44)3537-3071,mscabines@gmail.com,http://www.mscabines.com.br,Sim
AGRICULTURA,MP AGRO MÁQUINAS AGRÍCOLAS LTDA.-ME,SÃO PAULO,IBATÉ,DISTRITO INDUSTRIAL,AVENIDA LUIS PAVÃO 150,,14815-000,DAUD FALCONI,(16)3353-7320,contato@mpagro.com.br,http://www.mpagro.com.br,Sim
AGRICULTURA,MUNDO NOVO MÁQUINAS AGRÍCOLAS LTDA.-ME,MINAS GERAIS,CAPELINHA,PIEDADE,RUA ARAGUARI 255,,39680-000,ALINE HELENA DUARTE VIEIRA,(33)3516-1449,diretoria@mundonovoalianca.com.br,http://www.mundonovoalianca.com.br,Sim
AGRICULTURA,MUXO SERVIÇOS E INDÚSTRIA DE EQUIPAMENTOS LTDA - ME,SANTA CATARINA,ITAPIRANGA,ÁREA INDUSTRIAL ITAPIRANGA,RUA INDUSTRIAL 32,PAVILHÃO 03,89896-000,VITOR ENGEL,(49)3677-0223,vendas@mksuinos.com.br,http://mksuinos.com.br/?url=inicio,Sim
AGRICULTURA,NB MÁQUINAS LTDA.,SÃO PAULO,ITAPIRA,TRADOS,RUA SANTA TEREZINHA 921,CAIXA POSTAL 114,13973-900,MARIA ÂNGELA NOGUEIRA BRAITE SILVA,(19)3863-9644,vendas@industriasnb.com.br,http://www.industriasnb.com/,Sim
AGRICULTURA,NILSON EDUARDO NOVAK E CIA LTDA. ME,PARANÁ,SANTO ANTONIO DO SUDOESTE,VILA CATARINA,AVENIDA PERCY SCHREINER 998,,85710-000,SUELEN BREBES,(46)99131-2376,novak_baterias@hotmail.com,http://sem site,Sim
AGRICULTURA,NONINO INDÚSTRIA E COMÉRCIO DE IMPLEMENTOS AGRÍCOLAS LIMITADA,SÃO PAULO,BEBEDOURO,DISTRITO INDUSTRIAL,RUA JOÃO GUTEMBERG 310,,14711-134,IRACI GONÇALVES,(17)3344-5500,nonino@nonino.ind.br,http://www.nonino.ind.br,Sim
AGRICULTURA,NORDIC WATER PRODUTOS PARA TRATAMENTO DE ÁGUAS LTDA.,SÃO PAULO,SÃO PAULO,LAPA,RUA DOMINGOS RODRIGUES 341,CONJUNTO 54,05075-000,GILSON CASSINI AFONSO,(11)4371-1152,info@nordicwaterbr.com,http://www.nordicwaterbr.com,Sim
AGRICULTURA,OMD DO BRASIL SISTEMAS E COMÉRCIO DE ELETRÔNICOS LTDA,SÃO PAULO,SERTÃOZINHO,CONJ. HAB. LÚCIA FABRO SVERZUT,AVENIDA ALÉSSIO MAZER 482,,14164-175,BEATRIZ SANTOS,(16)3521-8433,contato@omddobrasil.com.br,http://www.omddobrasil.com.br,Sim
AGRICULTURA,ORION TECNOLOGIA E SISTEMAS AGRÍCOLAS LTDA - ME,SÃO PAULO,POMPÉIA,DISTRITO INDUSTRIAL II,AVENIDA PERIMETRAL 2068,,17580-000,RICARDO RODRIGUES DA CUNHA,(14)3452-3315,vendas@orion.ind.br,http://www.orion.ind.br,Sim
AGRICULTURA,OXBO DO BRASIL EQUIPAMENTOS AGRÍCOLAS LTDA.,RIO GRANDE DO SUL,CRUZ ALTA,HILDA,AVENIDA SATURNINO DE BRITO 1229,BLOCO 02,98040-139,JOSNEY FERRAZ,(62)3518-8585,contato@oxbo.com.br,http://www.oxbocorp.com,Sim
AGRICULTURA,P.L.A. MÁQUINAS PULVERIZADORAS E FERTILIZADORAS S.A.,RIO GRANDE DO SUL,CANOAS,BRIGADEIRO,AVENIDA GETÚLIO VARGAS (BR116) 10465,,92426-000,GUSTAVO NOLL,(51)3052-4242,plaresponde@pla.com.br,http://www.pla.ciadosistema.com.br/,Sim
AGRICULTURA,P.OMETTO & CIA LTDA.,SÃO PAULO,ARARAS,PARQUE INDUSTRIAL,RUA RIO GRANDE DO SUL 798,,13601-346,MARIANA OMETTO MICHELIN,(19)3541-2744,soprolivre@soprolivre.com.br,http://www.soprolivre.com.br,Sim
AGRICULTURA,PALINI & ALVES LTDA,SÃO PAULO,ESPÍRITO SANTO DO PINHAL,DISTRITO INDUSTRIAL IRMÃOS DEL GUERRA,RUA OVIDIO PIAGENTINI 225,KM 199 - CAIXA POSTAL 96,13990-000,FABIO FACANALI ALVES,(19)3661-9600,contato@palinialves.com.br,http://www.palinialves.com.br,Sim
AGRICULTURA,PEROZIN INDÚSTRIA METALÚRGICA LTDA.,SANTA CATARINA,CONCÓRDIA,SÃO JOSÉ,RUA ANTÔNIO PERUSIN 307,,89713-070,HARRY PERUSIN,(49)3442-1466,comercial@perozin.com.br,http://www.perozin.com.br,Sim
AGRICULTURA,PICCIN MÁQUINAS AGRÍCOLAS LTDA.,SÃO PAULO,SÃO CARLOS,DISTRITO DE ÁGUA VERMELHA,RODOVIA SP 318,KM 245 - FAZENDA SANTA ALICE-CAIXA POSTAL 263,13578-000,STEPHANIE LIMA,(16)3378-4222,comercial01@piccin.com.br,http://www.piccin.com.br,Sim
AGRICULTURA,PINHALENSE S/A. MÁQUINAS AGRÍCOLAS,SÃO PAULO,ESPÍRITO SANTO DO PINHAL,CENTRO,RUA HONÓRIO SOARES 80,,13990-000,JOÃO PAULO CIPOLI,(19)3651-9200,comercial@pinhalense.com.br,http://www.pinhalense.com.br,Sim
AGRICULTURA,PLANTFORT ESTUFAS AGRÍCOLAS LTDA EPP,SÃO PAULO,SÃO CARLOS,ZONA RURAL,RODOVIA WASHINGTON LUIZ S/N,KM 220 - CAIXA POSTAL 156,13560-970,PRISCILA DI SALVO,(16)3368-4102,sacplantfort@terra.com.br,http://www.plantfort.ind.br/,Sim
AGRICULTURA,POLITEC INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA - ME,MINAS GERAIS,PARÁ DE MINAS,VILA ROMUALDO PEREIRA DA SILVA,RUA PAULO DE SOUZA MENDES 91,,35660-970,DIEGO POLICENA SILVA,(37)99105-6837,anamaquinaspolitec@hotmail.com,https://politecmaquinaseservicos.negocio.site/,Sim
AGRICULTURA,PRAMARC - INDÚSTRIA E COMÉRCIO EQUIPAMENTOS AGRÍCOLAS LTDA - EPP,PARANÁ,PRANCHITA,INDUSTRIAL,RUA LEONARDO GIOCHINO GIONGO 671,,85730-000,IBANOR MAGNANI,(46)3540-1789,pramarc@pramarc.com.br,http://www.pramarc.com.br,Sim
AGRICULTURA,PRO SOLUS DO BRASIL S/A,PARANÁ,CAMPO MOURÃO,ÁREA URBANIZADA II,AVENIDA PERIM.PRES.TANCREDO DE ALMEIDA NEVES 1881,LOTE 156 A2,87302-895,ALCÍDES AIRES,(44)3525-3538,vendas@prosolus.com,http://www.prosolus.com,Sim
AGRICULTURA,PROCER AUTOMAÇÃO S.A.,SANTA CATARINA,CRICIÚMA,BRASILIA,RUA GABRIEL STRACHOSKI 150,,88813-510,TARCISIO CARDOSO,(48)3045-6705,procer@procer.com.br,http://www.procer.com.br,Sim
