Transversal_Sector,Company,State,City,Address,Complement,Neighborhood,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid,Extra_Info
FERRAMENTARIA E MODELAÇÃO,ALPHAMOLD INDÚSTRIA E COMÉRCIO DE MOLDES LTDA. - EPP,SÃO PAULO,OSASCO,RUA TRÊS ANDRADAS 437,,JARDIM PIRATININGA,06230-030,ALEXANDRE ODAGIMA,(11)3599-7424,alphamold@uol.com.br,https://alphamold-fabricante-de-copos-e-canecas.negocio.site/?utm_source=gmb&utm_medium=referral,Não,CNPJ   61126058000170   Pasta   14180   Nº Associação   Data de Fundação   25/07/1989   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,ALTEC FABRICAÇÃO DE FERRAMENTAS LTDA,SÃO PAULO,LIMEIRA,AVENIDA VITÓRINO ARIGONE 390,,JARDIM SANTA BARBARA,13480-309,MARCELO TAVARES,(19)3453-1250,altec@altecferramentaria.com.br,http://www.altecferramentaria.com.br,Não,CNPJ   17194056000127   Pasta   20045   Nº Associação   Data de Fundação   21/11/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,ALUMIDT METAIS LTDA,RIO GRANDE DO SUL,NOVO HAMBURGO,RUA JOÃO PEDRO SCHIMITT 830,,RONDÔNIA,93415-640,IVONE FREIBERGER,(51)3587-3500,rh@alumigroup.com.br,https://alumigroup.com.br/,Não,CNPJ   07247880000144   Pasta   14362   Nº Associação   Data de Fundação   15/02/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,ALVES & SILVA USINAGEM E FERRAMENTARIA LTDA - EPP,SÃO PAULO,SANTA BÁRBARA D' OESTE,RUA JOSÉ ADHEMAR PETRINI 370,,PARQUE INDUSTRIAL BANDEIRANTES,13457-174,EWERTON ALEX ALVES,(19)2222-0545,comercial@asferramentaria.com.br,http://www.asferramentaria.com.br,Não,CNPJ   24510911000127   Pasta   16554   Nº Associação   Data de Fundação   04/04/2016   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,AMANCIO GALLINUCCI & CIA.LTDA.,SÃO PAULO,SANTO ANDRÉ,AVENIDA QUEIROZ DOS SANTOS 1402,,CASA BRANCA,09015-311,AYRTON GALLINUCCI,(11)4990-5566,amanciogallinucci@gmail.com,https://www.facebook.com/people/amancio-gallinucci-cia-ltda/100078404097125/,Não,CNPJ   57488538000104   Pasta   1055   Nº Associação   0   Data de Fundação   01/01/1990   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,AMARAL FERRAMENTARIA USINAGEM DE PRECISÃO LTDA. ME,SÃO PAULO,CAIEIRAS,RUA ANTONIO SALEME 50,,LARANJEIRAS,07741-500,RODRIGO AMARAL,(11)4899-2861,contato@amaralferramentaria.com.br,http://site.amaralferramentaria.com.br/,Não,CNPJ   20364450000170   Pasta   19796   Nº Associação   Data de Fundação   02/06/2014   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,AMD INDUSTRIA DE MAQUINAS EIRELI,SANTA CATARINA,URUSSANGA,RODOVIA GENÉSIO MAZON 7650,KM 08 - SALA 1,SÃO PEDRO,88840-000,DÉCIO DA SILVA,(48)3465-3555,amd@amdnet.com.br,http://www.amdnet.com.br,Não,CNPJ   05993716000150   Pasta   11081   Nº Associação   4376   Data de Fundação   18/11/2003   Data de Associação   20/06/2012   Data de Desligamento   29/05/2020   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,ANCONA FERRAMENTARIA DE PRECISÃO LTDA.,SÃO PAULO,SÃO PAULO,RUA PTOLOMEU 270,,VILA SOCORRO,04762-040,FLÁVIO BENEDITO ANCONA,(11)5547-2550,contato@anconaferramentaria.com.br,http://www.anconaferramentaria.com.br,Não,CNPJ   74478744000152   Pasta   16172   Nº Associação   Data de Fundação   08/03/1994   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,APG INDÚSTRIA E COMÉRCIO DE PEÇAS LTDA - EPP,SÃO PAULO,SÃO BERNARDO DO CAMPO,ESTRADA MARTIN AFONSO DE SOUZA 1355,,VILA BALNEÁRIA,09822-250,PEDRO ROQUE GIACOMETO,(11)4354-9776,apg@apgfer.com.br,http://www.apg.ind.br,Não,CNPJ   58831421000144   Pasta   17296   Nº Associação   Data de Fundação   04/05/1988   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,ARCOMÁQUINAS LTDA.,MINAS GERAIS,ARCOS,RODOVIA BR 354 KM 476 - Nº 840,,VILA CALCITA,35588-000,FERNANDO FRANCISCO RIBEIRO,(37)3351-1370,arcomaquinas@arcomaquinas.com.br,http://www.arcomaquinas.com.br,Não,CNPJ   19514991000159   Pasta   10536   Nº Associação   Data de Fundação   29/09/1977   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,ARRULLETTO INDÚSTRIA MECÂNICA DE PRECISÃO LTDA,SÃO PAULO,BARUERI,RUA ARARAS 565,,JARDIM CALIFORNIA,06409-050,AIDA DE ARRUDA,(11)5641-1619,arrulletto@arrulletto.com.br,http://www.arrulletto.com.br,Não,CNPJ   64034903000176   Pasta   10576   Nº Associação   3793   Data de Fundação   27/12/1992   Data de Associação   09/09/2008   Data de Desligamento   21/08/2015   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,ARTECH FABRICAÇÃO DE MATRIZES LTDA. EPP,RIO GRANDE DO SUL,SÃO MARCOS,RUA OLINDO MOZZ 593,,MICHELON,95190-000,RODRIGO FOGAÇA,(54)3291-2240,artech@artechmatrizes.com.br,http://www.artechmatrizes.com.br,Não,CNPJ   13042610000108   Pasta   19855   Nº Associação   Data de Fundação   23/12/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,ARTIS MATRIZ INDÚSTRIA DE MATRIZES LTDA.,PARANÁ,CAMPO LARGO,RUA EMA TANER DE ANDRADE 995,BARRACÃO,FERRARI,83606-360,GIOVANI RODRIGO BORGES,(41)3392-1706 RAMAL 213,artismatriz@artismatriz.com.br,http://www.artismatriz.com.br,Não,CNPJ   82445644000158   Pasta   4733   Nº Associação   0   Data de Fundação   12/03/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,ASPEM USINAGEM E FERRAMENTARIA LTDA. - EPP,SÃO PAULO,VINHEDO,RUA LUIZ BRISKI 1075,,NOVA VINHEDO,13284-060,MÁRIO DE SOUZA,(19)3886-1163,mario@aspemferramentaria.com.br,http://www.aspemferramentaria.com.br,Não,CNPJ   04022407000170   Pasta   14489   Nº Associação   Data de Fundação   22/08/2000   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,ASTROTEC INDÚSTRIA E COMÉRCIO EIRELI - EPP,SANTA CATARINA,JOINVILLE,RUA FRANCISCO ALVES 131,,FLORESTA,89212-220,CARLOS A. JACINTHO,(47)3436-3837,astrotec@astrotec.ind.br,https://www.astrotec.ind.br/,Não,CNPJ   00219555000129   Pasta   5178   Nº Associação   0   Data de Fundação   01/11/1994   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,ATM MOLDES E USINAGEM LTDA.EPP,RIO GRANDE DO SUL,CAXIAS DO SUL,RUA FORTUNATO MOSELE 2515,,SÃO JOSÉ,95032-370,ALESSANDRA THOMÉ,(54)3224-1210,atm@atmmoldes.com.br,http://www.atmmoldes.com.br,Não,CNPJ   02180650000191   Pasta   16975   Nº Associação   Data de Fundação   10/10/1997   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,AUTÊNTICA TECNOLOGIA LTDA. ME,MINAS GERAIS,BETIM,RUA GRACYRA RESSE DE GOUVÊIA 316,,DOM I. JARDIM PIEMONE,32689-318,BRUNO MATIAS PEREIRA,(31)2516-5660,autentica@autenticaengenharia.com,http://www.autenticaengenharia.com,Não,CNPJ   10418486000136   Pasta   19009   Nº Associação   Data de Fundação   20/10/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,AUTOMATA BRASIL AUTOMAÇÃO INDUSTRIAL LTDA,SÃO PAULO,ARUJÁ,RUA OSAKA 270,,CENTRO INDUSTRIAL DE ARUJA,07411-750,JOÃO LUIZ FERREIRA PIRES,(11)4653-1791,comercial@automataweb.com.br,http://www.automataweb.com.br,Não,CNPJ   11681949000110   Pasta   17322   Nº Associação   Data de Fundação   05/03/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,AWA INDÚSTRIA E COMÉRCIO EIRELI.,MINAS GERAIS,BETIM,RUA DOIS 167,,DISTRITO INDUSTRIAL BANDEIRINHAS,32654-802,ANDREA VELOZO DE MELLO,(31)2559-9419,comercial@awaservicos.com.br,http://www.awaservicos.com.br,Não,CNPJ   10607896000125   Pasta   17024   Nº Associação   Data de Fundação   02/02/2009   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,BALDI FERRAMENTARIA DE PRECISÃO LTDA,SÃO PAULO,BRAGANÇA PAULISTA,RUA DAS INDÚSTRIAS 505,,DISTRITO INDUSTRIAL IV,12926-674,EMERSON OLIVEIRA,(11)4033-6640,contato@baldi.ind.br,http://www.baldi.ind.br,Não,CNPJ   00984411000169   Pasta   19656   Nº Associação   Data de Fundação   21/12/1995   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,BAMAK EQUIPAMENTOS LTDA.,SANTA CATARINA,SCHROEDER,RUA MARECHAL CASTELO BRANCO 473,,CENTRO,89275-000,LEANDRO BAUER,(47)3374-1273,bamak@bamak.com.br,http://www.bamak.com.br,Não,CNPJ   80659238000162   Pasta   11900   Nº Associação   4471   Data de Fundação   19/04/1988   Data de Associação   24/01/2013   Data de Desligamento   06/04/2015   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,BENKLIN SOLUÇÕES EM MATRIZES LTDA - ME,RIO GRANDE DO SUL,NOVO HAMBURGO,RUA RIO ARAGUAIA 125,,LIBERDADE,93332-350,JEAN CRISTIAN BENKENSTEIN,(51)3066-7900,recepcao@benklin.com.br,http://www.benklin.com.br,Não,CNPJ   19786416000105   Pasta   16174   Nº Associação   Data de Fundação   19/02/2014   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,BETA FERRAMENTARIA E USINAGEM LTDA.-EPP,PARANÁ,SÃO JOSÉ DOS PINHAIS,RUA ANTÔNIO BIANCHETTI 501,TÉRREO,AFONSO PENA,83065-370,ELISANGELA,(41)3382-3765,comercial@betaferramentaria.com.br,https://www.betaferramentaria.com/,Não,CNPJ   00979768000159   Pasta   12110   Nº Associação   Data de Fundação   27/12/1995   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,BETA MOLDES FERRAMENTAS DE PRECISÃO LTDA.,SÃO PAULO,BRAGANÇA PAULISTA,AVENIDA DOS IMIGRANTES 5785,BARRACÃO,UBERABA,12926-210,VALDINEI STURARO CAVINI,(11)4603-2494,betamoldes@betamoldes.com.br,http://www.betamoldes.com.br,Não,CNPJ   08015853000109   Pasta   14301   Nº Associação   Data de Fundação   25/04/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,BIANDA MOLDES LTDA.-EPP,RIO GRANDE DO SUL,NOVO HAMBURGO,RUA RIO ARAGUAIA 188 A,,LIBERDADE,93332-350,PAULA DAROS,(51)3587-1244,compras@rodamatrizes.com.br,http://www.rodamatrizes.com.br,Não,CNPJ   06926200000156   Pasta   14291   Nº Associação   Data de Fundação   11/08/2004   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,BONI MW FERRAMENTARIA LTDA. EPP,SÃO PAULO,SÃO CARLOS,RUA GONÇALVES DIAS 234,,VILA MONTEIRO,13570-620,CELSO BONI,(16)3368-2650,bonimw@gmail.com,http://sem site,Não,CNPJ   10563960000113   Pasta   13830   Nº Associação   Data de Fundação   03/09/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,BONOMI BRASIL ATUADORES E VÁLVULAS LTDA.,RIO GRANDE DO SUL,VERANÓPOLIS,RUA 01 15,,DISTRITO INDUSTRIAL,95330-000,DANIEL FARENZENA,(54)3441-8167,atuadoresevalvulas@bonomibrasil.com,http://www.bonomibrasil.com,Não,CNPJ   04818414000183   Pasta   10583   Nº Associação   Data de Fundação   04/12/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,BOQUILHAS FABRICAÇÃO E COMÉRCIO COM MANUTENÇÃO E IMP. E EXP.LTDA.- ME,SÃO PAULO,LOUVEIRA,ESTRADA FRANCISCO PAGOTTO 60,GALPÃO,IPIRANGA,13290-000,DANIEL FRANCALLACI,(19)3878-3483,contato@boqcerboquilhas.com.br,http://www.boqcerboquilhas.com.br,Não,CNPJ   09551502000185   Pasta   15287   Nº Associação   Data de Fundação   14/09/2007   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,BRASFER FERRAMENTARIA LTDA.,SANTA CATARINA,JOINVILLE,RUA RAYMUNDO WELTER 122,,DISTRITO INDUSTRIAL NORTE,89219-780,GEOVANE VIEIRA DE OLIVEIRA,(47)3437-4152,brasfer@brasfer.com,http://www.brasfer.com,Não,CNPJ   04356485000101   Pasta   11872   Nº Associação   Data de Fundação   20/03/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,BRUDANI INDÚSTRIA DE MATRIZES E INJETADOS LTDA,RIO GRANDE DO SUL,SÃO LEOPOLDO,AVENIDA TOMAZ EDISON 146,,SÃO JOÃO BATISTA,93022-584,EDENILSON DE CASTRO MICHEL,(51)3588-9191,brudani@brudani.com,http://www.brudani.com,Não,CNPJ   03389543000130   Pasta   16188   Nº Associação   Data de Fundação   31/08/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,BTOMEC FERRAMENTARIA E USINAGEM DE PRECISÃO LTDA.,SANTA CATARINA,JOINVILLE,RUA SOROCABA 91,,FLORESTA,89212-210,WILAND TIERGARTEN,(47)3436-0600,comercial@btomec.com.br,http://www.btomec.com.br,Não,CNPJ   78855186000158   Pasta   4709   Nº Associação   0   Data de Fundação   10/07/1985   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,C B A ASSUNCAO FERRAMENTARIA E DISPOSITIVOS DE USINAGEM LTDA,SÃO PAULO,DIADEMA,AVENIDA HENRIQUE DE LEO 471,,SERRARIA,09981-000,CÉSAR LADEIA,(11)4056-2590,administracao@cbaassuncao.com.br,http://www.cbaassuncao.com.br,Não,CNPJ   03233404000113   Pasta   14544   Nº Associação   Data de Fundação   21/06/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,C.HENRIQUE BODEMEIER & CIA LTDA,SÃO PAULO,SANTA BÁRBARA D' OESTE,RUA RICARDO FRACASSI 1007,,DISTRITO INDUSTRIAL,13457-209,RAFAEL BODEMEIER,(19)3499-1212,bodemeier@uol.com.br,http://www.bodemeier.com.br,Não,CNPJ   43247923000155   Pasta   19724   Nº Associação   Data de Fundação   19/08/1966   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CAAJ INDÚSTRIA E COMÉRCIO DE MOLDES EIRELI - EPP,SÃO PAULO,SÃO PAULO,AVENIDA DO RIO BONITO 1962,,VILA FRIBURGO,04776-003,ADRIANO CARDOSO,(11)5660-6255,adriano@caaj.com.br,http://www.caaj.com.br,Não,CNPJ   66927179000135   Pasta   6478   Nº Associação   0   Data de Fundação   24/09/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CADORIN FERRAMENTARIA E USINAGEM LTDA. EPP,SANTA CATARINA,JOINVILLE,RUA PRESIDENTE NILO PEÇANHA 155,,FLORESTA,89211-400,JAIRO JOÃO CADORIN,(47)3454-8658,cadorin@cadorinferramentaria.com.br,https://www.cadorinferramentaria.com.br/,Não,CNPJ   06082621000148   Pasta   13374   Nº Associação   Data de Fundação   21/01/2004   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CADUFERR FERRAMENTARIA E USINAGEM LTDA. ME,SANTA CATARINA,ARAQUARI,RUA ABÍLIO JOÃO DE ALMEIDA 95,,PORTO GRANDE,89245-000,EDUARDO EVERTON SOUZA,(47)99672-9539,caduferr_@outlook.com,http://www.caduferrferramentaria.com.br,Não,CNPJ   38128893000128   Pasta   19425   Nº Associação   Data de Fundação   18/08/2020   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CBD MECÂNICA INDUSTRIAL LTDA.,SÃO PAULO,SUZANO,RUA MITSUHARU MATSUSHITA 298,,CHÁCARA ESTÂNCIA PAULISTA,08653-015,MARIO UEDA,(11)4745-3939,cbd@cbd.com.br,https://cbd.com.br/br,Não,CNPJ   59905042000114   Pasta   571   Nº Associação   2683   Data de Fundação   24/01/1989   Data de Associação   08/02/1996   Data de Desligamento   09/05/1996   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,CBM MOLDES LTDA. ME,RIO GRANDE DO SUL,CAMPO BOM,RUA WALTER STRASSBURGER 30,,ZONA INDUSTRIAL SUL,93700-000,VICTOR CÉZAR,(51)3597-6829,recepcao@cbmmoldes.com,http://www.cbmmoldes.com.br,Não,CNPJ   09626176000128   Pasta   14194   Nº Associação   Data de Fundação   15/04/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CEFATT PREMIUM INDÚSTRIA DE MÁQUINAS E DISPOSITIVOS LTDA. - EPP,SÃO PAULO,DIADEMA,RUA JOÃO NEPOMUCENDO 55,,JARDIM PORTINARI,09961-450,EDUARDO VITTI,(11)4066-8059,premiumusinagem@terra.com.br,http://www.premiumusinagem.com.br,Não,CNPJ   07647447000104   Pasta   12309   Nº Associação   Data de Fundação   31/12/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,CICMA INDÚSTRIA DE MATRIZES LTDA,RIO GRANDE DO SUL,CAXIAS DO SUL,RUA ELVIRA CRUZ NETTO 490,,DE LAZZER,95055-210,NELSON MACHADO,(54)3283-4477,nelson@cicma.com.br,http://www.cicma.com.br,Não,CNPJ   04431998000130   Pasta   17187   Nº Associação   Data de Fundação   05/01/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CIRNA INDÚSTRIA DE PLÁSTICOS E MOLDES LTDA,RIO GRANDE DO SUL,CAXIAS DO SUL,RUA PADRE RAUL ACCORSI 900,,DE ZORZI,95074-300,DIESSE RINTZEL,(54)3212-1644,vendas@cirna.com.br,http://www.cirna.com.br,Não,CNPJ   87826202000175   Pasta   17077   Nº Associação   Data de Fundação   20/10/1972   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CM MOLDES E FERRAMENTARIA EIRELI. ME,SANTA CATARINA,ARAQUARI,RUA ANTONIO JASPER 576,,PORTO GRANDE,89245-000,CARLOS EDUARDO MAIA,(47)3437-0689,cmmoldes@cmmoldes.com.br,http://www.cmmoldes.com.br,Não,CNPJ   24859657000177   Pasta   19371   Nº Associação   Data de Fundação   23/05/2016   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CMC TECNOLOGIA LTDA,SANTA CATARINA,COCAL DO SUL,RUA ASSIS DE SOUZA BRASIL 541,,INDUSTRIAL II,88845-000,DANIEL STAINER,(48)3447 6004,comercial@cmc.ind.br,https://www.cmc.ind.br/,Não,CNPJ   04088179000131   Pasta   14877   Nº Associação   Data de Fundação   04/10/2000   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,CONSTRUÇÕES MECÂNICAS COCAL LTDA.,SANTA CATARINA,COCAL DO SUL,AVENIDA VALDEMAR KLEINUBING - S/N,KM 01 - PAVILHÃO,INDUSTRIAL,88845-000,ANGELO AUGUSTO DAL MOURO,(48)3447-6004,cmc@cmc.ind.br,http://www.cmc.ind.br,Não,CNPJ   73498958000128   Pasta   1448   Nº Associação   0   Data de Fundação   01/10/1993   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,CONVENTO'S FERRAMENTARIA LTDA.-EPP,SANTA CATARINA,JOINVILLE,RUA DOROTHOVIO DO NASCIMENTO 310,,ZONA INDUSTRIAL NORTE,89219-750,ELIZABETE CONVENTO,(47)3425-1001,eliza@conventos.ind.br,http://www.techtools.ind.br (site em manutenção),Não,CNPJ   07966572000179   Pasta   15921   Nº Associação   Data de Fundação   25/04/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,CRECER MOLDES LTDA. ME,SÃO PAULO,VALINHOS,AVENIDA DOUTOR JOSE PAGANO BRUNDO 258,,VILA PAGANO,13277-210,RODRIGO CRUZ CUNHA,(19)3869-2340,vendas@crecermoldes.com.br,https://crecermoldes.com.br/,Não,CNPJ   24819782000153   Pasta   18544   Nº Associação   Data de Fundação   17/05/2016   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,CRIOS INDUSTRIAL LTDA,PARANÁ,CURITIBA,AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA 2046,BARRACÃO G,CIDADE INDUSTRIAL,81290-000,KATTIE JESSIE DOCKHORN PALUCH,(41)3373-1000,contato@crios.ind.br,http://www.crios.ind.br,Não,CNPJ   00125309000108   Pasta   17474   Nº Associação   Data de Fundação   28/07/1994   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,CTU - CENTRO DE TECNOLOGIA E USINAGEM LTDA. EPP,SÃO PAULO,BRAGANÇA PAULISTA,RUA EXPEDICIONÁRIO JOSÉ FRANCO DE MACEDO 378,,PENHA,12929-460,VALDINEI CAVINI,(11)4035-2071,contato@ctu.ind.br,http://www.ctu.ind.br,Não,CNPJ   07587250000119   Pasta   18911   Nº Associação   Data de Fundação   30/08/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,CVR ASSISTÊNCIA TÉCNICA INDUSTRIAL LTDA.,SÃO PAULO,SANTO ANDRÉ,RUA TAQUARI 164,,SANTA MARIA,09071-240,LUIZ ANTÔNIO COVRE,(11)4473-3744,rh@cvrassistec.com.br,http://www.cvrassistec.com.br,Não,CNPJ   05095530000184   Pasta   12831   Nº Associação   Data de Fundação   07/06/2002   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,DABRIMAQ INDÚSTRIA COMÉRCIO E SERVIÇOS LTDA.-ME,RIO GRANDE DO SUL,CAXIAS DO SUL,RUA TRAVESSÃO SOLFERINO 3239,,CRUZEIRO,95076-420,DAIANE GUAZZELLI BONATTO BRIDI,(54)3202-8097,comercial@dabrimaq.com.br,http://dabrimaq.com.br/,Não,CNPJ   05543906000176   Pasta   11252   Nº Associação   Data de Fundação   24/02/2003   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,DAL BOSCO MÁQUINAS E MOLDES EIRELI,RIO GRANDE DO SUL,CAXIAS DO SUL,AVENIDA MARINA TURRA SUSIN 52,,CENTENARIO,95045-185,FABIANO LEAL DAL BOSCO,(54)3223-8198,dalboscomoldes@dalboscomoldes.com.br,http://www.dalboscomoldes.com.br,Não,CNPJ   08316517000104   Pasta   16259   Nº Associação   Data de Fundação   19/09/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,DELIAN USINAGEM CNC LTDA,SÃO PAULO,MAUÁ,RUA STÉFANO MALESQUI 79,,CAPUAVA,09380-210,CAIO OLIVEIRA,(11)4979-6918,desenvolvimento@delian.com.br,http://www.delian.com.br,Não,CNPJ   14127965000154   Pasta   20046   Nº Associação   Data de Fundação   04/08/2011   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,DELKRON DO BRASIL COMERCIAL LTDA.,SÃO PAULO,MAIRIPORÃ,ESTRADA DELEGADO ARCY DE C. OLIVEIRA VICENTE 1301,A,SÃO VICENTE,07607-500,CAROLINE DE MOURA ALVES,(11)4482-1290,delkron@terra.com.br,http://www.delkron.com.br,Não,CNPJ   68367424000122   Pasta   4096   Nº Associação   2690   Data de Fundação   20/08/1989   Data de Associação   08/08/1996   Data de Desligamento   10/06/2020   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,DESTAK USINAGEM INDUSTRIAL LTDA. ME,SANTA CATARINA,JOINVILLE,RUA TUIUTI 4273,,AVENTUREIRO,89226-435,DOUGLAS DA SILVA MARTINS,(47)3028-4407,destak.ferramentaria@gmail.com,http://www.destakferramentaria.com.br,Não,CNPJ   10576850000196   Pasta   18913   Nº Associação   Data de Fundação   16/01/2009   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
FERRAMENTARIA E MODELAÇÃO,DIEMICRON SOLUÇÕES EM METAIS LTDA - EPP,SÃO PAULO,SUMARÉ,AVENIDA MINAS GERAIS 438,,JARDIM NOVA VENEZA,13177-030,JOSE LOURENÇO DE CAMARGO,(19)3864-2711,retimicron@retimicron.com.br,http://www.retimicron.com.br,Não,CNPJ   08689915000168   Pasta   12746   Nº Associação   Data de Fundação   24/11/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
FERRAMENTARIA E MODELAÇÃO,DIGIMOLD FERRAMENTARIA DE PRECISÃO LTDA.,SÃO PAULO,BRAGANÇA PAULISTA,AVENIDA NOSSA SENHORA DA PENHA 530,,PENHA,12929-470,CARLOS ALBERTO ALVES,(11)4035-5557,digimold@digimold.com.br,http://www.digimold.com.br,Não,CNPJ   01210048000197   Pasta   5418   Nº Associação   0   Data de Fundação   20/04/1996   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
