product_name,company_name,address,phone_number,e_mail,website
CHAPEACAO E PINTURA DE VEICULOS,RECUPERASUL RENOVADORA DE VEICULOS LTDA,"EST. RS 452, KM 23, 0 S/N, Nova Palmira , Caxias do Sul | 95091-970",(54) 30601020,silvana@recuperasul.com.br,http://www.recuperasul.com.br
CHAPEACAO E PINTURA DE VEICULOS,RENOVA RECUPERADORA AUTOMOTIVA LTDA,"ANGELO AGOSTINI, 194 , Pioneiro , Caxias do Sul | 95042-090",(54) 3227-5478,renovarecup@gmail.com,
CHAPEACAO E PINTURA DE VEICULOS,ROCKENBACH RESTAURADORA DE VEICULOS LTDA,"RUBEM BENTO ALVES, 5596 , Santa Catarina , Caxias do Sul | 95032-440",(54) 32112806,marlene@rockenbach-cx.com.br,
CHAPEACAO E PINTURA DE VEICULOS,SIMONE ALMEIDA DE VARGAS,"FREI PACIFICO, 1311 Pav.01, Pio X , Caxias do Sul | 95032-680",(54) 32021801,autodesigner@autodesigner-sa.com.br,
CHAPEACAO E PINTURA DE VEICULOS,TEDESCO E SOZO RENOVADORA DE VEICULOS LTDA,"PEDRO BUFFON, 932 ANEXO A, Pio X , Caxias do Sul | 95034-130",(54) 32110250,autosportcaxias@hotmail.com,
CHAPEACAO E PINTURA DE VEICULOS,EDIO GERALDO RENNER,"VINTE DE SETEMBRO, 620 SALA A, LURDES , Caxias do Sul | 95020-450",(54) 32225808,dpessoal3@exemplocontabilidade.com.br; ediorenner@hotmail.com,
CHAPEACAO E PINTURA DE VEICULOS,RECUPERADORA DE VEICULOS PE GRANDE LTDA,"RIO BRANCO, 3567 , Ana Rech , Caxias do Sul | 95060-145",(54) 32384240,rpg.pegrande@hotmail.com,http://www.recuperadorapegrande.com.br
CHAPEACAO E PINTURA DE VEICULOS,THB RENOVADORA DE VEICULOS LTDA,"R. Ildo AntÃ´nio Baldi, 59 , SÃ£o CristovÃ£o , Caxias do Sul | 95060-000",(54) 996088400,luana.tossf@gmail.com,
CHAPEACAO E PINTURA DE VEICULOS,TOP-MAQ PECAS E SERVICOS PARA EMPILHADEIRAS LTDA,"DES. JOSE BERNARDO MEDEIROS JR, 1390 , LAZZER , Caxias do Sul | 95055-570",(54) 32179681,topmaq@topmaqempilhadeiras.com.br,
CHASSIS P/ONIBUS,AGRALE SOCIEDADE ANONIMA,"BR-116, 15104 KM145, SÃ£o Ciro , Caxias do Sul | 95059-520",(54) 32388000,mpezzi@agrale.com.br; rvacari@agrale.com.br; sangeli@agrale.com.br,http://www.agrale.com.br
CHAVEIROS,METALURGICA GRASSI LTDA,"FREDERICO GUERRA, 44 , Santa LÃºcia , Caxias do Sul | 95032-730",(54) 32110446,mgrassi@grassi.ind.br,
CHAVEIROS,FLORIAN & CIA LTDA,"R AMABILE CESAR VIAL, 142 , Jardim Eldorado , Caxias do Sul | 95059-040",(54) 3025-5481,carinacarbonara@florian.ind.br,http://www.florian.ind.br
CHAVES DE BOCA,TRAMONTINA GARIBALDI SA INDUSTRIA METALURGICA,"RUA TRAMONTINA, 600 , Centro , Garibaldi | 95720-000",(54) 34628000,felisberto.moraes@tramontina.com,http://www.tramontina.com.br
CHAVES DE DOBRAR FERRO,IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA,"PRESIDENTE KENNEDY, 1049 , Aurora , Carlos Barbosa | 95185-000",(54) 34619300,paulo.goulart@sbdinc.com,http://www.irwin.com.br
CHAVES DE FENDA,TRAMONTINA GARIBALDI SA INDUSTRIA METALURGICA,"RUA TRAMONTINA, 600 , Centro , Garibaldi | 95720-000",(54) 34628000,felisberto.moraes@tramontina.com,http://www.tramontina.com.br
CHAVES SELETORAS,POLITECNICA COMPONENTES INDUSTRIAIS LTDA,"DES. JOSE BERNARDO MEDEIROS JR, 1379 , LAZZER , Caxias do Sul | 95055-570",(54) 30257145,rose@pci-politecnica.com.br; vendas@pci-politecnica.com.br,http://www.pci-politecnica.com.br
CHAVETAS PARALELAS P/MOTORES,REZLER INDUSTRIA DE CHAVETAS E USINADOS LTDA,"R ANSELMO CRIPPA, 127 PAVILHAO B, Floresta , Caxias do Sul | 95099-510",(54) 30218500,administrativo@rezler.com.br,http://www.rezler.com.br
CHICOTES ELETRICOS,ESK SISTEMAS ELETROELETRONICOS LTDA. - ME,"EST FEDERAL BR 116, 925 KM 151,5, Planalto , Caxias do Sul | 95070-070",(54) 30298788,,
CHICOTES ELETRICOS,TENCE CHICOTES ELETRICOS LTDA,"CONDE D EU, 808 A, Bela Vista , Caxias do Sul | 95076-090",(54) 32385266,,
CHICOTES ELETRICOS,WIRETEC INDUSTRIA DE COMPONENTES ELETRO- ELETRONICOS LTDA.,"GENERAL JACINTO MARIA DE GODOY, 2522 , Santa Catarina , Caxias do Sul | 95032-140",54 98121-3944,,http://www.wiretec.com.br
CHURRASQUEIRAS,DESIGN CHURRASQUEIRAS LTDA,"PAPA JOAO XXIII, 1764 , SÃ£o Francisco , Farroupilha | 95171-000",(54) 32687412,comercial@designchurrasqueiras.com.br,
CHURRASQUEIRAS,J F INDUSTRIA DE CHURRASQUEIRAS LTDA,"ANTONIO BOSI, 591 , Nossa Senhora de FÃ¡tima , Caxias do Sul | 95043-070",(54) 32242833,imorandi@databrum.com.br,http://www.jfchurrasqueiras.com.br
CHURRASQUEIRAS,KAFER INDUSTRIA & COMERCIO LTDA,"R BUARQUE DE MACEDO, 1029 SUBSOLO, Ponte Seca , Carlos Barbosa | 95185-000",(54) 34612782,marli@kaferchurrasqueiras.com.br,
CHURRASQUEIRAS,MAQENGE - INDUSTRIA METALURGICA LTDA,"AUGUSTO ARTICO, 26 , Lourdes , Caxias do Sul | 95074-410",(54) 35353050,maqenge@maqenge.com.br; diretoria@maqenge.com.br,http://www.maqenge.com.br
CHURRASQUEIRAS,TECNOLAR INDUSTRIA METALURGICA LTDA,"RUA JOAO VERGANI, 1172 , Cruzeiro , Caxias do Sul | 95076-640",(54) 32121756,arke@arke.com.br,http://www.arke.com.br
CHURRASQUEIRAS MOTORIZADAS,J F INDUSTRIA DE CHURRASQUEIRAS LTDA,"ANTONIO BOSI, 591 , Nossa Senhora de FÃ¡tima , Caxias do Sul | 95043-070",(54) 32242833,imorandi@databrum.com.br,http://www.jfchurrasqueiras.com.br
CHURRASQUEIRAS MOTORIZADAS,TECNOLAR INDUSTRIA METALURGICA LTDA,"RUA JOAO VERGANI, 1172 , Cruzeiro , Caxias do Sul | 95076-640",(54) 32121756,arke@arke.com.br,http://www.arke.com.br
CILINDROS HIDRAULICOS,DYNAMICS DO BRASIL METALURGIA LTDA,"PADRE AMBROSIO PIERATELLI, 454 PAVILHAO A, Kayser , Caxias do Sul | 95098-380",(54) 32137700,,http://www.dynamics.com.br
CILINDROS HIDRAULICOS,ENGEFREZA SERVICOS INDUSTRIAIS LTDA,"RUA ADELAR FACCIOLLI, 245 , Planalto , Caxias do Sul | 95070-010",(54) 32226388,,
CILINDROS HIDRAULICOS,HYDROL INDUSTRIA E COMERCIO DE EQUIPAMENTOS HIDRAULICOS LTDA,"R EVARISTO DE ANTONI, 1516 , SÃ£o JosÃ© , Caxias do Sul | 95041-000",(54) 32244177,rh@hydrol.com.br;financeiro01@hydrol.com.br,http://www.hydrol.com.br
CILINDROS HIDRAULICOS,HYVA DO BRASIL HIDRAULICA LTDA,"ERNESTO ZANROSSO, 2794 LOT. JARDIM ITALIA, Santa Catarina , Caxias do Sul | 95030-310",(54) 32093400,d.zulian@hyva.com,http://www.hyva.com
CILINDROS HIDRAULICOS,OGNIBENE HIDROSTATICA LTDA.,"VICO COSTA, 399 PAV 1, 2, 16 e 17, Distrito Industrial , Caxias do Sul | 95112-095",(54) 3289-5500,hr.ohl@ognibene.com; persch.leonice@ognibene.com,http://www.ognibene.com
CILINDROS HIDRAULICOS,SOPRANO INDUSTRIA ELETROMETALURGICA LTDA,"RODOVIA ERS 122, 0 S/N / KM 61, Industrial , Farroupilha | 95180-000",(54) 21096000,flaviaperoni@soprano.com.br,http://www.soprano.com.br
CILINDROS HIDRAULICOS,HIDROVER EQUIPAMENTOS HIDRAULICOS LTDA.,"RS 122, KM 95, 0 S/N, TRAVESSAO GARIBALDI , Flores da Cunha | 95270-000",(54) 29928800,neiban.rech@hidrover.com.br,http://www.hidrover.com.br
CILINDROS HIDRAULICOS P/USO VEICULAR,HYVA DO BRASIL HIDRAULICA LTDA,"ERNESTO ZANROSSO, 2794 LOT. JARDIM ITALIA, Santa Catarina , Caxias do Sul | 95030-310",(54) 32093400,d.zulian@hyva.com,http://www.hyva.com
CILINDROS HIDRAULICOS P/USO VEICULAR,SOPRANO INDUSTRIA ELETROMETALURGICA LTDA,"RODOVIA ERS 122, 0 S/N / KM 61, Industrial , Farroupilha | 95180-000",(54) 21096000,flaviaperoni@soprano.com.br,http://www.soprano.com.br
CILINDROS HIDRAULICOS P/USO VEICULAR,HIDROVER EQUIPAMENTOS HIDRAULICOS LTDA.,"RS 122, KM 95, 0 S/N, TRAVESSAO GARIBALDI , Flores da Cunha | 95270-000",(54) 29928800,neiban.rech@hidrover.com.br,http://www.hidrover.com.br
CILINDROS P/FECHADURAS,SOPRANO INDUSTRIA ELETROMETALURGICA LTDA,"RODOVIA ERS 122, 0 S/N / KM 61, Industrial , Farroupilha | 95180-000",(54) 21096000,flaviaperoni@soprano.com.br,http://www.soprano.com.br
CILINDROS P/MASSA,G PANIZ INDUSTRIA DE EQUIPAMENTOS PARA ALIMENTACAO LTDA,"ESTM ADOLFO RANDAZZO, 2010 , Santa FÃ© , Caxias do Sul | 95046-800",(54) 21013400,almir@gpaniz.com.br,http://www.gpaniz.com.br
CILINDROS P/MASSA,TECNOLAR INDUSTRIA METALURGICA LTDA,"RUA JOAO VERGANI, 1172 , Cruzeiro , Caxias do Sul | 95076-640",(54) 32121756,arke@arke.com.br,http://www.arke.com.br
CINTAS P/TANQUE DE COMBUSTIVEL,FABBOF INDUSTRIA METALURGICA LTDA,"BR 116, KM 116, 2624 , POLO , SÃ£o Marcos | 95190-000",(54) 32919600,contabilidade@fabbof.com.br,http://www.fabbof.com.br
CINZEIROS,MAQUINAS SAZI LTDA,"RST 453, KM 117,8, 3850 , LINHA VICENTINA , Farroupilha | 95180-000",(54) 32619900,fgiovanella@sazi.com.br,http://www.sazi.com.br
CINZEIROS P/ONIBUS,FUNDICAO RIO BRANCO LTDA,"BENJAMIN CUSTODIO DE OLIVEIRA, 54 , Desvio Rizzo , Caxias do Sul | 95110-760",(54) 32265393,,http://www.fund-riobranco.com.br
CIRCUITOS IMPRESSOS,TWS AUTOMATION DO BRASIL - EQUIPAMENTOS ELETRONICOS LTDA,"BARAO DE SANTO ANGELO, 368 SALA B, Jardim AmÃ©rica , Caxias do Sul | 95052-610",(54) 30296404,claudio@tws-automation-br.com; rpucci@tws-automation-br.com; financeiro@tws-automation-br.com,http://www.tws-automation.com
CIRCUITOS P/DRIVES,LOHR SISTEMAS ELETRONICOS LTDA.,"SANTO BORTOLINI, 378 , Bela Vista , Caxias do Sul | 95076-087",(54) 32188200,sinara@lohr.com.br,http://www.lohr.com.br
CLICHES P/TAMPOGRAFIA,LIFE PRINT INDUSTRIA MECANICA LTDA,"BR 116, 0 S/N / KM 157, GalÃ³polis , Caxias do Sul | 95090-050",(54) 32140510,lifeprint@terra.com.br,
CLICHES P/TAMPOGRAFIA,NEOGRAF MAQUINAS E EQUIPAMENTOS LTDA,"PROF JOEL BASTOS DE SOUZA, 480 , SÃ£o Victor COHAB , Caxias do Sul | 95088-750",(54) 32223787,gilvan@neograf.ind.br,http://www.neograf.ind.br
CLIMATIZADORES DE AR P/VEICULOS,INSTALADORA SAO MARCOS LTDA,"BR 116, KM 113, 1155 , Industrial , SÃ£o Marcos | 95190-000",(54) 32918200,karine@cosenzaconsultoria.com.br; eduardo@bepo.com.br,http://www.bepo.com.br
COBERTURAS METALICAS,METALURGICA ESTRUTURAL LTDA,"COMEND JOSE ANTONIO ZANETTI, 2107 A PAVILHAO 01, TamandarÃ© , Garibaldi | 95720-000",(54) 34647069,,http://http://www.metalestrutural.com.br/
COBERTURAS METALICAS,PORTO PRATA CONSTRUCOES METALICAS LTDA,"EST XV DE NOVEMBRO, 0 S/N, CAPELA NOSSA SENHORA DO CARMO , Nova Prata | 95320-000",(54) 32424701,,
COIFAS,TRAMONTINA TEEC S/A.,"ROD. RST 470, KM 230, 0 S/N, Triangulo , Carlos Barbosa | 95185-000",(54) 34618700,giovane.capitani@tramontina.com,http://www.tramontina.com.br
COIFAS,FUNILARIA PRATENSE LTDA,"AV. BORGES DE MEDEIROS, 1510 , Centro , Nova Prata | 95320-000",(54) 32421214,fpratense@terra.com.br,
COLCHETES,IVAN JOSE CARNINO LTDA,"R ANSELMO SANDI, 277 , Centro , SÃ£o Marcos | 95190-000",(54) 3291-2927,metalnino@metalnino.com.br,
COLCHETES,METALURGICA SCALLA LTDA,"COMENDADOR PIETRO ZANELLA, 25 , SÃ£o JosÃ© , Caxias do Sul | 95043-670",(54) 32051212,metalurgicascalla.fabrica@gmail.com,
COLETES DE IMOBILIZACAO,RS-MED INDUSTRIA DE EQUIPAMENTOS INDUSTRIAIS E HOSPITALARES LTDA,"PRIMO GASTALDELLO, 757 FUNDOS, Ana Rech , Caxias do Sul | 95060-620",(54) 32282462,g.tusset@terra.com.br,
COLHER,CFZ INDUSTRIA METALURGICA LTDA,"RUI RAMOS, 501 SUBSL, Centro , Carlos Barbosa | 95185-000",(54) 34611757,lmluiz@redesul.com.br,
COLHER,MARTINAZZO INDUSTRIA E COMERCIO LTDA,"NATANO GIONGO, 410 , ALFANDEGA , Garibaldi | 95720-000",(54) 34649900,administrativo@martinazzo.com.br;financeiro@martinazzo.com.br; contato@martinazzo.com.br,http://www.martinazzo.com.br
COLHER P/PEDREIRO,TRAMONTINA MULTI S/A,"ROD. RST 470, KM 230, 0 S/N, Triangulo , Carlos Barbosa | 95185-000",(54) 34618250,idelmar.farneda@tramontina.com,http://www.tramontina.com.br
COMANDOS ELETRONICOS,IMATRON INDUSTRIA METALURGICA ELETRONICA LTDA,"GUERINO SANVITTO, 111 , Medianeira , Caxias do Sul | 95012-340",(54) 32251333,financeiro@imatron.com.br,http://www.imatron.com.br
COMANDOS ELETRONICOS,LOHR SISTEMAS ELETRONICOS LTDA.,"SANTO BORTOLINI, 378 , Bela Vista , Caxias do Sul | 95076-087",(54) 32188200,sinara@lohr.com.br,http://www.lohr.com.br
COMANDOS ELETRONICOS,LABTRONIX TECNOLOGIA EM AUTOMACAO LTDA,"RUBEN BENTO ALVES, 5167 SOBRELOJA, Santa Catarina , Caxias do Sul | 95030-325",(54) 32187700,jussara.Agostini@labtronix.com,http://www.auttom.com.br
COMANDOS HIDRAULICOS,DANFOSS POWER SOLUTIONS INDUSTRIA E COMERCIO ELETROHIDRAULICA LTDA.,"DOMINGOS CHIES, 973 , Interlagos , Caxias do Sul | 95052-160",(54) 30259750,lmfenner@danfoss.com,http://www.danfoss.com.br/home
COMANDOS HIDRAULICOS,DYNAMICS DO BRASIL METALURGIA LTDA,"PADRE AMBROSIO PIERATELLI, 454 PAVILHAO A, Kayser , Caxias do Sul | 95098-380",(54) 32137700,,http://www.dynamics.com.br
COMANDOS HIDRAULICOS,SOPRANO INDUSTRIA ELETROMETALURGICA LTDA,"RODOVIA ERS 122, 0 S/N / KM 61, Industrial , Farroupilha | 95180-000",(54) 21096000,flaviaperoni@soprano.com.br,http://www.soprano.com.br
COMANDOS HIDRAULICOS,BP COMPONENTES HIDRAULICOS E MECANICOS LTDA,"DOMENICO MARTIN MEZZOMO, 184 LOT JARDIM ITALIA, Santa Catarina , Caxias do Sul | 95030-230",(54) 32118900,marina.peruffo@bondioli-pavesi.com; clarissa.almeida@bondioli-pavesi.com; luana.sottoriva@bondioli-pavesi.com; antonio.belatto@bondioli-pavesi.com,http://www.bondioli-pavesi.com
COMANDOS HIDRAULICOS P/USO VEICULAR,SUSIN FRANCESCUTTI METALURGICA LTDA,"LUIZ FRANCESCUTTI, 232 , Pioneiro , Caxias do Sul | 95042-595",(54) 32248600,casilva@sufran.com.br,http://www.sufran.com.br
COMPONENTES P/MOVEIS EM ALUMINIO,A.L INDUSTRIA DE COMPONENTES LTDA,"R BORGES DE MEDEIROS, 2386 , Centro , Flores da Cunha | 95270-000",(54) 32928900,financeiro@alumistarcomponentes.com.br,http://www.alumistarcomponentes.com.br
CONCHAS P/SOPA,CFZ INDUSTRIA METALURGICA LTDA,"RUI RAMOS, 501 SUBSL, Centro , Carlos Barbosa | 95185-000",(54) 34611757,lmluiz@redesul.com.br,
CONCHAS P/SOPA,TRAMONTINA SA CUTELARIA,"25 DE SETEMBRO, 1020 , Triangulo , Carlos Barbosa | 95185-000",(54) 34618400,ademir.beal@tramontina.com,http://www.tramontina.net
CONCHAS P/SOPA,MARTINAZZO INDUSTRIA E COMERCIO LTDA,"NATANO GIONGO, 410 , ALFANDEGA , Garibaldi | 95720-000",(54) 34649900,administrativo@martinazzo.com.br;financeiro@martinazzo.com.br; contato@martinazzo.com.br,http://www.martinazzo.com.br
CONDENSADORES,MEBRAFE INSTALACOES E EQUIPAMENTOS FRIGORIFICOS LTDA,"JACOB LUCHESI, 4985 , Santa LÃºcia , Caxias do Sul | 95032-000",(54) 32247700,financeiro@mebrafe.com.br,http://www.mebrafe.com.br
CONECCOES DE ACO INOXIDAVEL,MAQENGE - INDUSTRIA METALURGICA LTDA,"AUGUSTO ARTICO, 26 , Lourdes , Caxias do Sul | 95074-410",(54) 35353050,maqenge@maqenge.com.br; diretoria@maqenge.com.br,http://www.maqenge.com.br
CONECCOES DE ACO INOXIDAVEL,TRAMONTINA ELETRIK S.A.,"RSC 470, 0 S/N / KM 230, Triangulo , Carlos Barbosa | 95185-000",(54) 34618200,alexandre.mocellin@tramontina.com; cristiano.veronese@tramontina.com,http://www.tramontina.com.br
CONECCOES DE ACO INOXIDAVEL,SA MOURAO IND COM MANGUEIRAS TERMINAIS HIDRAULICOS LTDA,"EUZEBIO BELTRAO DE QUEIROZ, 2242 , Pio X , Farroupilha | 95034-330",(54) 99627-0782,dpessoal@difatto.com; atendimento@samourao.com.br,http://www.samourao.com.br
CONECCOES DE COBRE,TRAMONTINA ELETRIK S.A.,"RSC 470, 0 S/N / KM 230, Triangulo , Carlos Barbosa | 95185-000",(54) 34618200,alexandre.mocellin@tramontina.com; cristiano.veronese@tramontina.com,http://www.tramontina.com.br
CONECTORES,LEGRAND BRASIL LTDA,"R GERSON ANDREIS 1.255, 1255 , Distrito Industrial , Caxias do Sul | 95112-130",(54) 21019999,br-spl-fiscal@legrand.com.br,http://www.legrand.com.br
CONECTORES,TRAMONTINA ELETRIK S.A.,"RSC 470, 0 S/N / KM 230, Triangulo , Carlos Barbosa | 95185-000",(54) 34618200,alexandre.mocellin@tramontina.com; cristiano.veronese@tramontina.com,http://www.tramontina.com.br
CONECTORES,POLITECNICA COMPONENTES INDUSTRIAIS LTDA,"DES. JOSE BERNARDO MEDEIROS JR, 1379 , LAZZER , Caxias do Sul | 95055-570",(54) 30257145,rose@pci-politecnica.com.br; vendas@pci-politecnica.com.br,http://www.pci-politecnica.com.br
CONEXOES P/GAS,MAQENGE - INDUSTRIA METALURGICA LTDA,"AUGUSTO ARTICO, 26 , Lourdes , Caxias do Sul | 95074-410",(54) 35353050,maqenge@maqenge.com.br; diretoria@maqenge.com.br,http://www.maqenge.com.br
CONEXOES P/INSTALACOES HIDRAULICAS,METALURGICA BUZIN LTDA,"EST RST 453, KM 72, 40256 PAVLH A, Desvio Rizzo , Caxias do Sul | 95112-360",(54) 32902800,financeiro@buzin.ind.br,http://www.buzin.ind.br
CONEXOES P/INSTALACOES PNEUMATICAS,SISTEM DO BRASIL ACESSORIOS PNEUMATICOS LTDA.,"ERNESTO ZANROSSO, 2890 , Santa Catarina , Caxias do Sul | 95030-310",(54) 32133733,vendas@sistembrasil.com.br; francimari.bolsanella@sistemdobrasil.com.br,http://www.sistembrasil.com.br
CONJUNTOS DE FREIOS,MASTER SISTEMAS AUTOMOTIVOS LTDA,"ATILIO ANDREAZZA, 3520 , Sagrada FamÃ­lia , Caxias do Sul | 95052-070",(54) 32392900,sabrina.ciotta@freiosmaster.com,http://www.fmaster.com.br
CONJUNTOS DE FREIOS,SILPA PECAS E EQUIPAMENTOS LTDA,"RS-122, KM 82, 6 , NOVO PERIMETRO , Caxias do Sul | 95043-730",(54) 21011333,fiscal@silpa.com.br; rh@silpa.com.br,http://www.silpa.com.br
CONJUNTOS TELESCOPICOS,SOPRANO INDUSTRIA ELETROMETALURGICA LTDA,"RODOVIA ERS 122, 0 S/N / KM 61, Industrial , Farroupilha | 95180-000",(54) 21096000,flaviaperoni@soprano.com.br,http://www.soprano.com.br
CONTADORES DIGITAIS,INOVA SISTEMAS ELETRONICOS LTDA,"ANTONIO GOMES MACIEL, 144 , Kayser , Caxias do Sul | 95097-820",(54) 35358000,inova@inova.ind.br; jaqueline.ludwig@inova.ind.br; marcia.gressler@inova.ind.br,http://www.inova.ind.br
CONTADORES DIGITAIS,LUJETEC EQUIPAMENTOS ELETRONICOS LTDA.,"AV RUBEM BENTO ALVES, 7891 , CinquentenÃ¡rio , Caxias do Sul | 95012-500",(54) 32262244,financeiro@lujetec.com.br,http://www.lujetec.com.br
CONTATOS P/LAMPADA FLUORESCENTE,IMATRON INDUSTRIA METALURGICA ELETRONICA LTDA,"GUERINO SANVITTO, 111 , Medianeira , Caxias do Sul | 95012-340",(54) 32251333,financeiro@imatron.com.br,http://www.imatron.com.br
CONTENTORES METALICOS,MP ESTRUTURAS METALICAS LTDA,"R CARLOS BIANCHINI, 1979 , Marechal Floriano , Caxias do Sul | 95012-580",(54) 996790278,,http://www.mp.com.br
CONTROLADORES DE NIVEL,LUJETEC EQUIPAMENTOS ELETRONICOS LTDA.,"AV RUBEM BENTO ALVES, 7891 , CinquentenÃ¡rio , Caxias do Sul | 95012-500",(54) 32262244,financeiro@lujetec.com.br,http://www.lujetec.com.br
CONTROLADORES DE TEMPERATURA,INOVA SISTEMAS ELETRONICOS LTDA,"ANTONIO GOMES MACIEL, 144 , Kayser , Caxias do Sul | 95097-820",(54) 35358000,inova@inova.ind.br; jaqueline.ludwig@inova.ind.br; marcia.gressler@inova.ind.br,http://www.inova.ind.br
CONTROLADORES DE TEMPERATURA,LUJETEC EQUIPAMENTOS ELETRONICOS LTDA.,"AV RUBEM BENTO ALVES, 7891 , CinquentenÃ¡rio , Caxias do Sul | 95012-500",(54) 32262244,financeiro@lujetec.com.br,http://www.lujetec.com.br
CONTROLADORES DE TEMPERATURA,TWS AUTOMATION DO BRASIL - EQUIPAMENTOS ELETRONICOS LTDA,"BARAO DE SANTO ANGELO, 368 SALA B, Jardim AmÃ©rica , Caxias do Sul | 95052-610",(54) 30296404,claudio@tws-automation-br.com; rpucci@tws-automation-br.com; financeiro@tws-automation-br.com,http://www.tws-automation.com
CONTROLADORES DE TEMPO,INOVA SISTEMAS ELETRONICOS LTDA,"ANTONIO GOMES MACIEL, 144 , Kayser , Caxias do Sul | 95097-820",(54) 35358000,inova@inova.ind.br; jaqueline.ludwig@inova.ind.br; marcia.gressler@inova.ind.br,http://www.inova.ind.br
CONTROLE REMOTO P/PORTOES,ATIVICON INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRO ELETRONICOS LTDA,"CARLOS BIANCHINI, 1743 PAVILHAO B, Marechal Floriano , Caxias do Sul | 95012-580",(54) 32251955,,
CONVERSORES,LOHR SISTEMAS ELETRONICOS LTDA.,"SANTO BORTOLINI, 378 , Bela Vista , Caxias do Sul | 95076-087",(54) 32188200,sinara@lohr.com.br,http://www.lohr.com.br
CONVERSORES,CS INDUSTRIA ELETRONICA LTDA,"PEDRO FERRARI, 62 , Interlagos , Caxias do Sul | 95052-530",(54) 32388300,financeiro@cseletro.com.br,http://www.cseletro.com.br
COROAS P/USO DIVERSOS,RUGERI MEC-RUL SA.,"BR 116 - KM 153,2, 0 S/N, PANAZZOLLO , Caxias do Sul | 95080-050",(54) 32138800,deniser@mec-rul.com.br; financeiro@mec-rul.com.br,http://www.mec-rul.com.br
CORREIAS INDUSTRIAIS,SA MOURAO IND COM MANGUEIRAS TERMINAIS HIDRAULICOS LTDA,"EUZEBIO BELTRAO DE QUEIROZ, 2242 , Pio X , Farroupilha | 95034-330",(54) 99627-0782,dpessoal@difatto.com; atendimento@samourao.com.br,http://www.samourao.com.br
CORRENTES,IVAN JOSE CARNINO LTDA,"R ANSELMO SANDI, 277 , Centro , SÃ£o Marcos | 95190-000",(54) 3291-2927,metalnino@metalnino.com.br,
CORRENTES,RAV INDUSTRIA DE CORRENTES E ARTEFATOS METALICOS LTDA,"EST ROSITA SUL, 1818 LETRA C, Vila Santo Henrique , SÃ£o Marcos | 95190-000",(54) 991064965,comercial@ravcorrentes.com.br,
CORRIMOES,BAVARESCO ESQUADRIAS DE FERRO LTDA,"MARCELINO CHAMPAGNAT, 89 , Centro , VeranÃ³polis | 95330-000",(54) 34411106,,
CORRIMOES,METALURGICA MARIN LTDA,"RUA BASSANO, 50 , SÃ£o Roque , Farroupilha | 95180-000",(54) 32611288,,
CORTADOR DE GRAMA DIRIGIVEL,TRAMONTINA MULTI S/A,"ROD. RST 470, KM 230, 0 S/N, Triangulo , Carlos Barbosa | 95185-000",(54) 34618250,idelmar.farneda@tramontina.com,http://www.tramontina.com.br
CORTADORES DE GRAMA A MOTOR DE COMBUSTÃO,TRAMONTINA MULTI S/A,"ROD. RST 470, KM 230, 0 S/N, Triangulo , Carlos Barbosa | 95185-000",(54) 34618250,idelmar.farneda@tramontina.com,http://www.tramontina.com.br
CORTADORES DE GRAMA ELETRICOS,TRAMONTINA MULTI S/A,"ROD. RST 470, KM 230, 0 S/N, Triangulo , Carlos Barbosa | 95185-000",(54) 34618250,idelmar.farneda@tramontina.com,http://www.tramontina.com.br
CORTADORES DE GRAMA MANUAIS,TRAMONTINA MULTI S/A,"ROD. RST 470, KM 230, 0 S/N, Triangulo , Carlos Barbosa | 95185-000",(54) 34618250,idelmar.farneda@tramontina.com,http://www.tramontina.com.br
CORTADORES DE PISOS E AZULEJOS,IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA,"PRESIDENTE KENNEDY, 1049 , Aurora , Carlos Barbosa | 95185-000",(54) 34619300,paulo.goulart@sbdinc.com,http://www.irwin.com.br
CORTADORES DE PIZZA,TRAMONTINA SA CUTELARIA,"25 DE SETEMBRO, 1020 , Triangulo , Carlos Barbosa | 95185-000",(54) 34618400,ademir.beal@tramontina.com,http://www.tramontina.net
COZINHAS DE ACO,TELASUL INDUSTRIA DE MOVEIS S.A.,"ENTROC. ROD. BR 470 KM 222,300 E RSC 453 KM 101,100, 0 S/N, IntegraÃ§Ã£o , Garibaldi | 95720-000",(54) 34639444,viviane.bocchi@telasul.com.br,http://www.telasul.com.br
CREMONAS,METALDAVID METALURGICA LTDA,"DALTON LAHN DOS REIS, 150 B, Distrito Industrial , Caxias do Sul | 95112-090",(54) 32271788,rh@metaldavi.com.br,http://www.metaldavi.com.br
CREMONAS,SOPRANO INDUSTRIA ELETROMETALURGICA LTDA,"RODOVIA ERS 122, 0 S/N / KM 61, Industrial , Farroupilha | 95180-000",(54) 21096000,flaviaperoni@soprano.com.br,http://www.soprano.com.br
CRIADOS-MUDOS,PILATI MOVEIS LTDA,"PADRE FEIJO, 870 PREDIO, Centro , SÃ£o Marcos | 95190-000",(54) 32918600,rh@pilati.com.br,http://www.pilati.com.br
CRIADOS-MUDOS,SANTA MONICCA MOVEIS DECORATIVOS LTDA,"BR 116 KM 148, 527 , Sagrada FamÃ­lia , Caxias do Sul | 95054-780",,,
