Industrial_Sector,Company,State,City,Address,Complement,Neighborhood,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid,Extra_Info
ALIMENTÍCIO,GARINOX TANQUES E EQUIPAMENTOS INDUSTRIAIS EIRELI-ME,RIO GRANDE DO SUL,GARIBALDI,RUA NATANO GIONGO 658,PAVILHÃO A,ROTA DO SOL,95720-000,MAICON SILVA,(54)2125-5005,contato@garinox.com.br,https://www.garinox.com.br/,Não,CNPJ   20603990000160   Pasta   18770   Nº Associação   Data de Fundação   09/07/2014   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GD DO BRASIL MÁQUINAS DE EMBALAR LTDA,SÃO PAULO,JUNDIAÍ,AVENIDA 01 Nº 1277,"ROD. VICE-PREFEITO HERMENEGILDO TONOLLI- KM 2,3",FAZENDA GRANDE,13213-086,CAMILA DE SOUZA LOPES,(11)4431-4043,erika.reis@coesia.com,http://www.coesia.com,Não,CNPJ   45402385000151   Pasta   144   Nº Associação   1129   Data de Fundação   27/01/1981   Data de Associação   14/08/1981   Data de Desligamento   23/05/2017   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GDN METAL LTDA. - EPP,BAHIA,JAGUAQUARA,RUA CASTRO ALVES S/Nº,TERREO,STELA DUBOIS,45345-000,GIOVANNI D EMIDIO NETO,(73)99113-6450,gdnmanutencao@yahoo.com.br,http://gdnmanutencao.wixsite.com/gdnmetal/casa-de-farinha-parte-2,Não,CNPJ   03283977000151   Pasta   16167   Nº Associação   5436   Data de Fundação   19/07/1999   Data de Associação   11/07/2019   Data de Desligamento   30/08/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GEA EQUIPAMENTOS E SOLUÇÕES LTDA.,SÃO PAULO,JAGUARIÚNA,AVENIDA EMÍLIO MARCONATTO 1000,COND INDL - GALPÃO BL 15 - ALA A,CHÁCARA PRIMAVERA,13820-000,AIRTON PESSINI,(19)3837-9500,bruno.reis@gea.com,http://www.gea.com,Não,CNPJ   02095850000146   Pasta   11239   Nº Associação   4023   Data de Fundação   11/11/1997   Data de Associação   04/12/2009   Data de Desligamento   06/09/2017   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GELGÁS SOLUÇÕES PARA PECUÁRIA LTDA,RIO GRANDE DO SUL,ESPUMOSO,ESTRADA RS 332 - Nº 3682,KM 02 - GALPÃO,DISTRITO INDUSTRIAL,99400-000,ELEANDRO SEVERGNINI,(54)3383-1009,gelgas@gelgas.com.br,http://www.gelgas.com.br,Não,CNPJ   08570957000185   Pasta   10994   Nº Associação   3898   Data de Fundação   05/10/2006   Data de Associação   07/05/2009   Data de Desligamento   12/01/2018   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GELMEZA PEÇAS INDUSTRIAIS EIRELI. ME,RIO GRANDE DO SUL,MARAU,RUA FREI VITORINO VIAN 236,,LOTEAMENTO CONFORTO,99150-000,CARLOS BATISTA,(54)3342-6658,contato@gelmeza.com.br,http://www.gelmeza.com.br,Não,CNPJ   24203682000106   Pasta   18886   Nº Associação   Data de Fundação   16/02/2016   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GELOX LTDA.-EPP,SANTA CATARINA,TUBARÃO,RUA JOSÉ AMÂNCIO GOMES 1770,,HUMAITÁ,88708-260,FABIO VARGAS,(48)3628-0090,compras02@gelox.ind.br,http://www.gelox.ind.br,Não,CNPJ   75336503000131   Pasta   12304   Nº Associação   Data de Fundação   22/09/1980   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GERALDO PORFIRIO DOS SANTOS METALÚRGICA-EPP,SÃO PAULO,MONTE MOR,RODOVIA JORNALISTA FRANCISCO AGUIRRE PROENÇA 15,"KM 15,04",JARDIM PAVIOTTI,13190-000,GERALDO PORFIRIO,(19)3979-8005,arteinox@terra.com.br,http://www.arteinox.com.br,Não,CNPJ   00257199000138   Pasta   12562   Nº Associação   Data de Fundação   20/10/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GERALDO RAFAEL DA SILVA. EPP,GOIÁS,GOIÂNIA,RUA 205 Nº 257,,SETOR COIMBA,74530-030,CELSO PEDRO,(62)3291-1455,vendas@desnatadeiras.com.br,http://www.casadasdesnatadeiras.com.br/br,Não,CNPJ   01012434000174   Pasta   18622   Nº Associação   Data de Fundação   17/09/1971   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GERCO INDÚSTRIA E COMÉRCIO LTDA,RIO GRANDE DO SUL,VIAMÃO,ESTRADA CAMINHO DO MEIO 2176,,VILA AUGUSTA,94515-000,AMADEU UBERTI DURAND,(51)3045-3734,gerco.industria@yahoo.com.br,http://www.gerco.com.br,Não,CNPJ   04762681000186   Pasta   15938   Nº Associação   Data de Fundação   30/10/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GEZA LTDA.,MINAS GERAIS,ARAGUARI,AVENIDA PÉRSIO PERFEITO - S/N,CAIXA POSTAL 490,DISTRITO INDUSTRIAL,38446-394,PAULO ERNANE CAETANO MORAIS,(34)2108-4353,geza@geza.com.br,http://www.geza.com.br,Não,CNPJ   17473158000181   Pasta   3608   Nº Associação   2356   Data de Fundação   01/01/1982   Data de Associação   10/05/1991   Data de Desligamento   16/02/1996   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GHIGGI & GHIGGI LTDA,RIO GRANDE DO SUL,MARAU,RUA BENTO GONÇALVES 370,,CENTRO,99150-000,THAYNÃ RICARDO GHIGGI,(54)3342-0995,inveentbrasil@gmail.com,http://www.inveentbrasil.com.br,Não,CNPJ   11562845000197   Pasta   15306   Nº Associação   Data de Fundação   04/02/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GIFE TECNOLOGIA INDUSTRIAL LTDA - EPP,SANTA CATARINA,CHAPECÓ,RUA ODONE DIAS DE CASTRO 245,E,CRISTO REI,89810-134,GILSON LUIZ SEGER,(49)3323-1781,gife@gife.ind.br,http://www.gife.ind.br,Não,CNPJ   11756694000108   Pasta   15788   Nº Associação   Data de Fundação   31/03/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GIMA MÁQUINAS E EQUIPAMENTOS INDÚSTRIA E COMÉRCIO LTDA. EPP,MINAS GERAIS,ITAJUBA,RUA BENEDITO NASCIMENTO 180,,DISTRITO INDUSTRIAL,37504-112,EDMILSON FONSECA BORTOLOTI,(35)3623-3555,gimaitajuba@hotmail.com,http://www.gimamaquinas.com.br,Não,CNPJ   02476148000122   Pasta   12482   Nº Associação   5218   Data de Fundação   13/04/1998   Data de Associação   01/03/2018   Data de Desligamento   13/10/2020   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GIMENEZ & CIA LTDA.,RIO GRANDE DO SUL,IJUÍ,RUA JOSÉ GABRIEL 1322,,DISTRITO INDUSTRIAL,98700-000,TIAGO LAFUENTE GIMENEZ,(55)3331-9150,compras@indgimenez.com.br,http://www.indgimenez.com.br,Não,CNPJ   90088253000151   Pasta   15114   Nº Associação   5139   Data de Fundação   04/09/1984   Data de Associação   13/07/2017   Data de Desligamento   30/09/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GIOCHI METALÚRGICA LTDA.,RIO GRANDE DO SUL,BENTO GONÇALVES,RODOVIA RS 444 - S/N,"KM 20,7 - CAIXA POSTAL 2594",VALE DOS VINHEDOS,95711-000,VANDERLEI LUIS GEOVANELLA,(54)3459-1307,contato@giochinox.com.br,http://www.giochinox.com.br,Não,CNPJ   03365060000104   Pasta   11344   Nº Associação   5651   Data de Fundação   19/08/1999   Data de Associação   31/08/2020   Data de Desligamento   20/08/2021   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GLOBO INOX EQUIPAMENTOS INDUSTRIAIS LTDA.,RIO GRANDE DO SUL,GRAVATAÍ,RUA PORTO ALEGRE 35,,VILA MATO ALTO,94195-340,PAULO ROBERTO AZEVEDO,(51)3489-2441,globo@globoinox.com.br,http://www.globoinox.com.br,Não,CNPJ   92882950000105   Pasta   2285   Nº Associação   3687   Data de Fundação   12/06/1968   Data de Associação   13/12/2007   Data de Desligamento   11/12/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GLOBO LAT COMÉRCIO E INDÚSTRIA DE MÁQUINAS EIRELI - EPP,RIO GRANDE DO SUL,GRAVATAÍ,RUA PORTO ALEGRE 155,,MATO ALTO,94195-000,GILBERTO PEREIRA,(51)3489-2400,globoinox@globoinox.com.br,http://globoinox.com.br/,Não,CNPJ   04300538000172   Pasta   18280   Nº Associação   Data de Fundação   23/01/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GOSSLER & GOSSLER LTDA - ME,RIO GRANDE DO SUL,CRISSIUMAL,RUA HORIZONTINA 825,,CENTRO,98640-000,DENISE SIMONE KAISER GOSSLER,(55)3524-1859,refrinoxcrissiumal@hotmail.com,http://www.refrinox.ind.br/,Não,CNPJ   09007522000190   Pasta   18390   Nº Associação   Data de Fundação   30/07/2007   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GRILANDA MÁQUINAS INDUSTRIAIS LTDA.,SÃO PAULO,SÃO PAULO,RUA AMÉLIO KOGA 92,,VILA INVERNADA,03348-020,VALDECIR GRILANDA,(11)2966-5201,valdecirgrilanda@hotmail.com,http://empresa não possui site,Não,CNPJ   01932400000106   Pasta   14056   Nº Associação   Data de Fundação   30/08/1996   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GUESAP EQUIPAMENTOS INDUSTRIAIS LTDA.,SÃO PAULO,ITUPEVA,RUA HELENA PELLIZZARI LOURENCON 745,,SANTA JÚLIA ECO PARK,13295-000,MURILO LISBOA SIQUEIRA,(11)4591-3033,murilo@guesap.com.br,http://www.guesap.com.br,Não,CNPJ   03068450000104   Pasta   12537   Nº Associação   Data de Fundação   23/03/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,GUILLER INDÚSTRIA MECÂNICA LTDA. - ME,SÃO PAULO,POMPÉIA,AVENIDA FLORIANO PEIXOTO 240,,FLANDRIA,17580-000,WALDIR GUILHERME,(14)3452-2029,guiller@guiller.com.br,http://www.guiller.com.br,Não,CNPJ   56416407000159   Pasta   10984   Nº Associação   Data de Fundação   17/09/1986   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,H I P INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA - ME,SANTA CATARINA,INDAIAL,RUA ALEGRETE 435,,ENCANO DO NORTE,89000-130,MARCO AURÉLIO PIERITZ,(47)3333-8251,hip@hip.ind.br,http://www.hip.ind.br,Não,CNPJ   00491575000154   Pasta   14563   Nº Associação   Data de Fundação   15/03/1995   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,H.G. COSTA & COSTA LTDA.,PARANÁ,MARINGÁ,RUA PIONEIRO JOSIAS MACHADO 303,,PARQUE INDUSTRIAL MÁRIO BULHÕES,87065-676,HÉLIO GUSTAVO DA COSTA,(44)3220-7300,compras@hergusinox.com.br,http://www.hergusinox.com.br,Não,CNPJ   73579591000177   Pasta   4734   Nº Associação   0   Data de Fundação   26/10/1993   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HAARSLEV INDUSTRIES LTDA.,PARANÁ,CURITIBA,RUA CYRO CORREIA PEREIRA 3210,,CIDADE INDUSTRIAL,81460-050,ELAINE BARBOSA DO ANJOS,(41)3086-8261,isaias.pires@haarslev.com,http://www.haarslev.com,Não,CNPJ   04011353000148   Pasta   10570   Nº Associação   3803   Data de Fundação   24/08/2000   Data de Associação   09/09/2008   Data de Desligamento   17/11/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HAVRO METALÚRGICA EIRELI - EPP,MATO GROSSO,RONDONÓPOLIS,RUA FRANCISCO GOULART 1568,,VILA GOULART,78745-300,GUSTAVO DE ALMEIDA GEISS,(66)3421-5158,havro@havro.ind.br,http://havro.ind.br,Não,CNPJ   13566546000156   Pasta   15810   Nº Associação   Data de Fundação   27/04/2011   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HEAT AND CONTROL COM.IMP.SERVS.EQPS.P/ PROCESSAMENTO ALIMENTOS LTDA.,SÃO PAULO,SOROCABA,AVENIDA INDEPENDÊNCIA 1870,,IPORANGA,18087-101,SIDNEY OLIVEIRA LAO,(15)3032-8641,aureliov@heatandcontrol.com,http://www.heatandcontrol.com,Não,CNPJ   07432771000105   Pasta   13458   Nº Associação   Data de Fundação   24/05/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HEBLEIMAR INDÚSTRIA LTDA.-EPP,SÃO PAULO,PIRACICABA,RUA JOÃO FUSTAINO 86,,BOSQUE DA ÁGUA BRANCA,13425-105,MARCOS ANTÔNIO MARTANI,(19)3426-4699,hebleimar@hebleimar.com.br,http://www.hebleimar.com.br,Não,CNPJ   03276550000126   Pasta   1248   Nº Associação   2157   Data de Fundação   01/10/1985   Data de Associação   15/12/1989   Data de Desligamento   11/06/1996   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HELIFER INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS HIDRÁULICOS LTDA.,SÃO PAULO,SÃO PAULO,RUA AVELINO PARANHO 300,,VILA TALARICO,03533-010,ELIETE NEVES,(11)2783-6828,helifer@helifer.com.br,http://www.helifer.com.br,Não,CNPJ   01003471000116   Pasta   10511   Nº Associação   Data de Fundação   09/01/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HENAC INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA. ME,SÃO PAULO,SÃO PAULO,RUA ARTUR NUNES DA SILVA 157,A E B,VILA CAMPESTRE,04332-080,VALDIR SECHINI,(11)5563-6047,contato@henac.com.br,http://www.henac.com.br,Não,CNPJ   04755396000138   Pasta   11109   Nº Associação   Data de Fundação   21/06/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HIDROZON INDÚSTRIA E COMÉRCIO DE PURIFICADORES LTDA.,GOIÁS,APARECIDA DE GOIÂNIA,RUA DOS CRAVOS - S/N,QD 27 - LT 06 A 10,PARQUE PRIMAVERA,74917-140,NOÊMIA ARRUDA,(62)3549-8090,hidrozon@terra.com.br,http://www.hidrozon.com.br,Não,CNPJ   03290582000186   Pasta   11334   Nº Associação   Data de Fundação   06/05/1987   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
ALIMENTÍCIO,HILDEBRANDO FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS EIRELI-EPP,MINAS GERAIS,UBERLÂNDIA,RUA DO CONDE 1230,,PACAEMBU,38401-546,EDUARDO DIAS,(34)3219-5851,eduardo@projetequipamentos.com.br,http://www.projetrefrigeracao.com.br,Não,CNPJ   08802817000195   Pasta   13853   Nº Associação   Data de Fundação   26/04/2007   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HINGEFRIO REFRIGERAÇÃO DE ITAPIRA LTDA.-ME,SÃO PAULO,ITAPIRA,RUA OTÁVIO MONEZZI 179,,JARDIM ITAPUA,13976-186,ELAINE APARECIDA DE MELO GUMIERO,(19)3863-7120,elaine@hingefrio.com.br,http://www.hingefrio.com.br,Não,CNPJ   05835612000118   Pasta   13851   Nº Associação   Data de Fundação   15/10/1996   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,HORT INDÚSTRIA E COMÉRCIO LTDA.,PARANÁ,MARECHAL CÂNDIDO RONDON,RODOVIA BR 163,KM 285 - ÁREA INDUSTRIAL,SEDE,85960-000,ALCIVANDO ANDRADE,(45)3254-2052,tecsoft@tecsoft.ind.br,http://www.tecsoft.ind.br,Não,CNPJ   03470725000131   Pasta   10901   Nº Associação   Data de Fundação   25/10/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,I.C.M.C INDÚSTRIA E COMÉRCIO LTDA.,MINAS GERAIS,UBERABA,RUA JOAQUIM TOMAZ DA SILVA 1115,,JARDIM MARACANÃ,38041-097,CELSO ROQUE DOS SANTOS,(34)3311-3100,administrativo@icmc.ind.br,http://www.icmc.ind.br,Não,CNPJ   42892257000145   Pasta   12355   Nº Associação   Data de Fundação   18/08/1992   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,I9TECH SOLUCÕES INDUSTRIAIS LTDA. EPP,SÃO PAULO,RIBEIRÃO PRETO,RUA MANOEL FERNANDES 545,,JARDIM ZARA,14092-320,ANTÔNIO PEDRO BASÍLIO NETO,(16)3505-8800,contato@i9tech.com.br,http://www.i9tech.com.br,Não,CNPJ   23399978000173   Pasta   19820   Nº Associação   Data de Fundação   02/10/2015   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,IBRASMAK INDÚSTRIA BRASILEIRA DE MÁQUINAS - EIRELI,SÃO PAULO,RIBEIRÃO PIRES,ESTRADA DE SAPOPEMBA 159,,SANTA LUZIA,09432-300,CARLOS COIANIZ JÚNIOR,(11)4828-9700,ibrasmak@ibrasmak.com.br,http://www.ibrasmak.com.br,Não,CNPJ   47139456000109   Pasta   412   Nº Associação   1644   Data de Fundação   27/05/1975   Data de Associação   14/01/1987   Data de Desligamento   20/06/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,IBT INDÚSTRIA BRASILEIRA DE TANQUES LTDA. EPP,SÃO PAULO,SUMARÉ,RUA AUGUSTO PEDRASSOLI 184,,PARQUE VILA VIEL,13175-605,RENATO GUARNIERI,(11)2758-8111,contato@ibtanques.com.br,http://www.ibtanques.com.br,Não,CNPJ   12809069000140   Pasta   17587   Nº Associação   Data de Fundação   30/09/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,ICETECK TECNOLOGIA EM EQUIPAMENTOS INDUSTRIAIS LTDA. EPP,SÃO PAULO,INDAIATUBA,RUA ALBERTO GUIZO 949,,DISTRITO INDUSTRIAL JOÃO NAREZZI,13347-402,ALTAIR ELISIO E SILVA,(19)3935-6095,altair@iceteck.com.br,http://www.iceteck.com.br,Não,CNPJ   08452052000100   Pasta   11640   Nº Associação   Data de Fundação   26/06/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,ICMELC INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA. EPP,SÃO PAULO,ITU,RUA PROFESSORA MARIA ROSA D'ELBOUX BORTOLOTTI 750,,SÃO LUIZ,13304-160,VARLEI DE OLIVEIRA,(11)4023-1916,vendas@icmelc.com.br,http://www.icmelc.com.br,Não,CNPJ   11881515000164   Pasta   12920   Nº Associação   Data de Fundação   22/01/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,IDUGEL INDUSTRIAL LTDA.,SANTA CATARINA,JOAÇABA,AC ADOLFO ZIGUELLI 2160,ENTRADA BR 282,NOSSA SENHORA DE LOURDES,89600-000,KARINNE MARQUES SCHAZMANN,(49)3551-9400,karinne@idugel.com.br,http://www.idugel.com.br,Não,CNPJ   00537561000124   Pasta   11942   Nº Associação   Data de Fundação   10/04/1995   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,IMEC - INDÚSTRIA DE BASE METALÚRGICA EIRELI,SÃO PAULO,SUD MENNUCCI,RUA 3 697,,JARDIM PAULISTA,15360-000,EDSON RIBEIRO,(18)3786-1272,comercial@imecmetalurgica.com.br,http://www.imecmetalurgica.com.br,Não,CNPJ   34756390000146   Pasta   19429   Nº Associação   Data de Fundação   04/09/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,IMECA INDÚSTRIA METALÚRGICA LTDA.,SÃO PAULO,BAURU,AVENIDA CRUZEIRO DO SUL 24-105,,JARDIM REDENTOR,17032-000,GUSTAVO GIAMPIETRO CASARIN,(14)2108-8999,imeca@imeca.com.br,http://www.imeca.com.br,Não,CNPJ   53515557000121   Pasta   3518   Nº Associação   0   Data de Fundação   01/01/1990   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,IMEFF - INDÚSTRIA DE MÁQS E EQUIPAMENTOS PARA FRIGORÍFICOS EIRELI.EPP,SANTA CATARINA,CHAPECÓ,RUA HERVAL DO OESTE 37,,ELDORADO,89810-225,JONATAN RENK,(49)3199-2545,engenharia@imeff.com.br,http://www.imeff.com.br,Não,CNPJ   27886684000127   Pasta   18959   Nº Associação   Data de Fundação   02/06/2017   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,IMETAL - INDÚSTRIA METALÚRGICA LTDA. ME,SANTA CATARINA,XANXERÊ,RUA 27 DE FEVEREIRO 1406,SALA,NOSSA SENHORA DE LOURDES,89820-000,EVERTON MARTINS DOS SANTOS,(49)3433-8533,imetal@imetal.ind.br,http://www.imetal.ind.br,Não,CNPJ   04885121000119   Pasta   11758   Nº Associação   5058   Data de Fundação   08/02/2002   Data de Associação   01/12/2016   Data de Desligamento   24/01/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,IMPLEMIS INDÚSTRIA DE MÁQUINAS E IMPLEMENTOS AGRÍCOLAS LTDA.,RIO GRANDE DO SUL,SANTA ROSA,AVENIDA BORGES DE MEDEIROS 626,,CENTRO,98900-000,HERBERTO WERNER,(55)3512-6247,implemis@implemis.com.br,http://www.implemis.com.br,Não,CNPJ   88544796000194   Pasta   1640   Nº Associação   0   Data de Fundação   01/01/1974   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INCALFER MÁQUINAS ESPECIAIS LTDA - EPP,SÃO PAULO,GUARULHOS,RUA MANUEL JESUS FERNANDES 172,,JARDIM SANTO AFONSO,07215-230,DIEGO JUAN CATANZARO,(11)3296-7700,incalfer@incalfer.com.br,http://www.incalfer.com.br,Não,CNPJ   09468275000129   Pasta   12443   Nº Associação   Data de Fundação   02/08/2007   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INCO PALMA INDÚSTRIA E COMÉRCIO EIRELI,SÃO PAULO,JAÚ,RUA SALVIO PACHECO ALMEIDA PRADO 355,,JARDIM OLÍMPIA,17208-560,GILBERTO GUERRA,(14)3621-8676,compras@incopalma.com.br,http://www.incopalma.com.br,Não,CNPJ   14338795000157   Pasta   13914   Nº Associação   Data de Fundação   18/07/2011   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INCOMAR IND. DE MÓVEIS E REFRIGERAÇÃO LTDA – EPP,GOIÁS,TRINDADE,RUA PADRE DIAS 130,,VILA NOSSA SENHORA DO PERPÉTUO SOCORRO,75380-000,MARILDA DE FREITAS CABRAL,(62)3505-2385,contato@cabral.ind.br,http://www.cabral.ind.br,Não,CNPJ   00234765000196   Pasta   15910   Nº Associação   Data de Fundação   02/05/1983   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INDEMAFRI INDÚSTRIA MECÂNICA LTDA-EPP,SANTA CATARINA,CHAPECÓ,RUA INOCÊNCIO DE SOUZA BRANCO 163,E,QUEDAS DO PALMITAL,89815-310,MARIO LUIS NORI DE OLIVEIRA,(49)3329-0600,indemafri@indemafri.com.br,http://www.indemafri.com.br,Não,CNPJ   05145955000150   Pasta   11189   Nº Associação   Data de Fundação   08/07/2002   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INDIANA IND.E COM.MÁQS.E PRODS.ALIMENTÍCIOS LTDA.,SÃO PAULO,SÃO PAULO,RUA BOM JESUS 302,,ÁGUA RASA,03344-000,SÉRGIO RODRIGUES SILVA,(11)3636-9090,indiana@maquindiana.com.br,http://www.maquindiana.com.br,Não,CNPJ   61420097000186   Pasta   594   Nº Associação   1493   Data de Fundação   18/04/1945   Data de Associação   09/05/1986   Data de Desligamento   18/12/2017   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INDOS INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS EIRELI. ME,SÃO PAULO,PIRACICABA,RUA MARINGÁ 140,,TAQUARAL,13423-514,ISABELLE REATO MONTEIRO DA SILVA,(19)3377-5517,adm@indos.com.br,http://www.indos.com.br,Não,CNPJ   31652515000108   Pasta   17990   Nº Associação   Data de Fundação   01/10/2018   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INDREL INDÚSTRIA DE REFRIGERAÇÃO LONDRINENSE LTDA.,PARANÁ,LONDRINA,AVENIDA TIRADENTES 4455,CAIXA POSTAL 423,SETOR INDUSTRIAL,86072-000,JOÃO FERNANDO RAPCHAM,(43)3378-5500,indrel@indrel.com.br,http://www.indrel.com.br,Não,CNPJ   78589504000186   Pasta   11903   Nº Associação   Data de Fundação   25/08/1966   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INDUSFRIO INDÚSTRIA DE REFRIGERAÇÃO LTDA.-EPP,PARANÁ,LONDRINA,AVENIDA BRASILIA 7000,,GLEBA LINDÓIA,86030-280,VALTER LUIS ORSI,(43)3378-4100,financeiro@indusfrio.com.br,http://www.indusfrio.com.br,Não,CNPJ   77704120000102   Pasta   2115   Nº Associação   0   Data de Fundação   01/01/1990   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INDUSMAQ - INDÚSTRIA DE MÁQUINAS LTDA. ME,RIO GRANDE DO SUL,PORTO ALEGRE,RUA SIMAO KAPPEL 157,,NAVEGANTES,90240-210,DIEGO GIOVANNI EIBEL,(51)3475-3535,vendas@eibel.com.br,http://www.eibel.com.br,Não,CNPJ   03147764000100   Pasta   12760   Nº Associação   Data de Fundação   10/05/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
ALIMENTÍCIO,INDÚSTRIA DE MÁQUINAS FELIX LTDA.-EPP,RIO GRANDE DO SUL,ERECHIM,RUA RUBENS DERKS 176,,INDUSTRIAL,99706-300,RICARDO FÉLIX ZIMMER,(54)3321-0291,felix@maquinasfelix.com.br,http://a empresa não possui site,Não,CNPJ   94508983000115   Pasta   10937   Nº Associação   Data de Fundação   17/03/1992   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
